x,y,z
0.5128099,0.6064394,0.8173919
0.5128099,0.6165799,0.82376
0.5128099,0.6282706,0.8316135
0.5128099,0.6131955,0.8113098
0.5128099,0.6246244,0.8193102
0.5128099,0.6108924,0.8007097
0.5128099,0.6205614,0.8069118
0.5128099,0.6410692,0.8223725
0.5128099,0.6165755,0.7944593
0.5128099,0.6258743,0.8006045
0.5128099,0.6119087,0.8159244
0.5128099,0.6231154,0.7894912
0.5128099,0.6418193,0.8032302
0.5128099,0.6186049,0.8108808
0.5128099,0.6369455,0.7903305
0.5128099,0.613691,0.798086
0.5128099,0.6230022,0.8041791
0.5128099,0.6428489,0.785345
0.5128099,0.6177817,0.791327
0.5128099,0.6375706,0.806574
0.5128099,0.6465564,0.7784312
0.5128099,0.6319833,0.7935846
0.5128099,0.6424544,0.801136
0.5128099,0.6171896,0.7729841
0.5128099,0.6367881,0.7882563
0.5128099,0.6457289,0.7943032
0.5128099,0.6309702,0.7754229
0.5128099,0.6397344,0.7813709
0.5128099,0.6250746,0.7964962
0.5128099,0.6339129,0.7682524
0.5128099,0.6442503,0.7758334
0.5128099,0.627889,0.7891821
0.5128099,0.6380857,0.7627136
0.5128099,0.6230994,0.7777972
0.5128099,0.6319303,0.7838651
0.5128099,0.6170953,0.7649072
0.5128099,0.6257136,0.7708825
0.5128099,0.6341677,0.7768779
0.5128099,0.61902,0.7579299
0.5128099,0.6288058,0.7657106
0.5128099,0.6117522,0.7452483
0.5128099,0.6212979,0.753028
0.5128099,0.6040065,0.7665531
0.5128099,0.6132181,0.739982
0.5128099,0.6209854,0.7458915
0.5128099,0.6051455,0.7612424
0.5128099,0.6128206,0.7674276
0.5128099,0.5967166,0.7485771
0.5128099,0.6040723,0.7546421
0.5128099,0.6138189,0.763144
0.5128099,0.6209311,0.735149
0.5128099,0.6037998,0.750084
0.5128099,0.5876569,0.7315232
0.5128099,0.5957634,0.7385067
0.5128099,0.6127609,0.7533402
0.5128099,0.5868657,0.7260805
0.5128099,0.5957578,0.7341437
0.5128099,0.6031009,0.7407032
0.5128099,0.587053,0.7222837
0.5128099,0.5946301,0.7288564
0.5128099,0.5786818,0.744693
0.5128099,0.5861221,0.7513955
0.5128099,0.594972,0.7255848
0.5128099,0.5770658,0.7397192
0.5128099,0.5858424,0.748046
0.5128099,0.5680108,0.7280187
0.5128099,0.5766566,0.7363495
0.5128099,0.5943699,0.7180922
0.5128099,0.5671288,0.7248318
0.5128099,0.5741387,0.7316679
0.5128099,0.5576446,0.7133851
0.5128099,0.5645835,0.7202685
0.5128099,0.58216,0.7363912
0.5128099,0.5563408,0.7109256
0.5128099,0.5721571,0.7255033
0.5128099,0.5463101,0.7342968
0.5128099,0.5621876,0.7149664
0.5128099,0.5705191,0.7238775
0.5128099,0.5430942,0.7311954
0.5128099,0.5605003,0.7136049
0.5128099,0.5329688,0.7210534
0.5128099,0.5504878,0.7376171
0.5128099,0.5571992,0.7109007
0.5128099,0.5405668,0.727471
0.5128099,0.5490439,0.7365786
0.5128099,0.5218851,0.7098109
0.5128099,0.539526,0.7265416
0.5128099,0.5464718,0.7339111
0.5128099,0.529839,0.7162873
0.5128099,0.536798,0.7236464
0.5128099,0.5202246,0.705819
0.5128099,0.5271811,0.7130969
0.5128099,0.5358369,0.7220069
0.5128099,0.5178695,0.736754
0.5128099,0.5264123,0.711523
0.5128099,0.5100912,0.7279166
0.5128099,0.5172675,0.735118
0.5128099,0.5008258,0.7173125
0.5128099,0.5079029,0.7245072
0.5128099,0.5151086,0.7316835
0.5128099,0.4986943,0.7139192
0.5128099,0.5073912,0.7227076
0.5128099,0.4893441,0.7031785
0.5128099,0.498054,0.7118195
0.5128099,0.514331,0.7261426
0.5128099,0.4887623,0.7004108
0.5128099,0.4960178,0.7071957
0.5128099,0.4796807,0.7231446
0.5128099,0.4868234,0.7298839
0.5128099,0.5048364,0.7117572
0.5128099,0.4780427,0.718434
0.5128099,0.4959971,0.7001684
0.5128099,0.4705728,0.7083796
0.5128099,0.4777656,0.7149377
0.5128099,0.4956637,0.6966215
0.5128099,0.4686433,0.7032242
0.5128099,0.4866163,0.7189394
0.5128099,0.4599145,0.691368
0.5128099,0.4780068,0.7070984
0.5128099,0.4855281,0.7135755
0.5128099,0.460314,0.6876201
0.5128099,0.4768915,0.701601
0.5128099,0.4518986,0.709608
0.5128099,0.4702378,0.6909676
0.5128099,0.4779886,0.6972737
0.5128099,0.4622651,0.7127014
0.5128099,0.4701051,0.684649
0.5128099,0.443893,0.6906704
0.5128099,0.4625737,0.7059135
0.5128099,0.472072,0.6793643
0.5128099,0.4550165,0.6928346
0.5128099,0.4645605,0.7004994
0.5128099,0.4476724,0.6799454
0.5128099,0.4472402,0.6791025
0.5128099,0.4654653,0.6934707
0.5128099,0.44996,0.6744191
0.5128099,0.4580493,0.6802836
0.5128099,0.4427544,0.6612638
0.5128099,0.451552,0.6680313
0.5128099,0.436359,0.682247
0.5128099,0.4361096,0.6814386
0.5128099,0.4550488,0.6616073
0.5128099,0.4399608,0.6766698
0.5128099,0.4483368,0.6826118
0.5128099,0.4333912,0.6635181
0.5128099,0.4421673,0.669507
0.5128099,0.4526207,0.6779177
0.5128099,0.4612796,0.6497087
0.5128099,0.4464613,0.6646545
0.5128099,0.4549498,0.6703864
0.5128099,0.4400879,0.6511617
0.5128099,0.4489844,0.6568882
0.5128099,0.4592406,0.6644288
0.5128099,0.442965,0.6435401
0.5128099,0.4533708,0.6508545
0.5128099,0.4373792,0.663947
0.5128099,0.4479512,0.637078
0.5128099,0.4334382,0.6518187
0.5128099,0.4423851,0.6574653
0.5128099,0.4515399,0.6289629
0.5128099,0.4371596,0.6437419
0.5128099,0.4460589,0.6492302
0.5128099,0.4317436,0.6295863
0.5128099,0.4425356,0.6367686
0.5128099,0.426966,0.6158062
0.5128099,0.4379539,0.6230217
0.5128099,0.447335,0.6286588
0.5128099,0.4333521,0.6094487
0.5128099,0.4430233,0.6150712
0.5128099,0.429396,0.6299313
0.5128099,0.4393381,0.6354596
0.5128099,0.4597497,0.6158686
0.5128099,0.4353482,0.6211451
0.5128099,0.4469733,0.6278474
0.5128099,0.4336765,0.6079429
0.5128099,0.4440072,0.613139
0.5128099,0.4650237,0.5935146
0.5128099,0.4412671,0.5989101
0.5128099,0.4623991,0.6137856
0.5128099,0.4730994,0.5854238
0.5128099,0.4603067,0.600375
0.5128099,0.471108,0.6061116
0.5128099,0.449379,0.5793706
0.5128099,0.4694078,0.5925698
0.5128099,0.4819603,0.599901
0.5128099,0.4694842,0.5807116
0.5128099,0.4806823,0.5865117
0.5128099,0.4681777,0.6014966
0.5128099,0.4792379,0.5731515
0.5128099,0.4904652,0.5790372
0.5128099,0.4782589,0.5940186
0.5128099,0.4910909,0.5672596
0.5128099,0.4773543,0.5807078
0.5128099,0.4901769,0.5882893
0.5128099,0.4764029,0.5676441
0.5128099,0.4894671,0.5752115
0.5128099,0.5009301,0.580919
0.5128099,0.4888582,0.5617636
0.5128099,0.5003056,0.5676823
0.5128099,0.4882013,0.5486287
0.5128099,0.4995767,0.5547616
0.5128099,0.4874043,0.5701454
0.5128099,0.500306,0.5438107
0.5128099,0.5117408,0.5499424
0.5128099,0.4995699,0.5652664
0.5128099,0.5111362,0.5717499
0.5128099,0.4990845,0.5532952
0.5128099,0.5104851,0.5599479
0.5128099,0.5324023,0.5416294
0.5128099,0.5095939,0.5482917
0.5128099,0.5317338,0.5640411
0.5128099,0.5091233,0.5365606
0.5128099,0.5222237,0.5450221
0.5128099,0.5445116,0.5610953
0.5128099,0.5219012,0.5338981
0.5128099,0.5442639,0.5501063
0.5128099,0.5219349,0.5571394
0.5128099,0.5443931,0.5391462
0.5128099,0.5561971,0.5462165
0.5128099,0.5353953,0.5550031
0.5128099,0.5562879,0.5355206
0.5128099,0.5355304,0.5443416
0.5128099,0.5565678,0.5590285
0.5128099,0.570138,0.5337511
0.5128099,0.5584732,0.5501004
0.5128099,0.5702418,0.5573825
0.5128099,0.5819194,0.5303531
0.5128099,0.5701261,0.5467909
0.5128099,0.5817432,0.5539484
0.5128099,0.569979,0.5362911
0.5128099,0.5832627,0.5451365
0.5128099,0.5699256,0.5599286
0.5128099,0.5712166,0.5597937
0.5128099,0.5949832,0.5418666
0.5128099,0.5831433,0.5582823
0.5128099,0.5947393,0.5313647
0.5128099,0.5828727,0.5480013
0.5128099,0.5945702,0.5555284
0.5128099,0.6064721,0.5305558
0.5128099,0.5840033,0.5381961
0.5128099,0.6063306,0.5551326
0.5128099,0.6178812,0.5288071
0.5128099,0.5967231,0.5380824
0.5128099,0.6174779,0.5533563
0.5128099,0.5963674,0.5286756
0.5128099,0.6168457,0.5441638
0.5128099,0.6298668,0.5537769
0.5128099,0.6177794,0.5368179
0.5128099,0.6292803,0.5448809
0.5128099,0.6063713,0.5528583
0.5128099,0.628253,0.535827
0.5128099,0.6390893,0.5438136
0.5128099,0.6263144,0.5608907
0.5128099,0.6385602,0.5362832
0.5128099,0.6242185,0.5517056
0.5128099,0.6363918,0.5612471
0.5128099,0.6219836,0.5422501
0.5128099,0.6337152,0.5513972
0.5128099,0.6434128,0.5586976
0.5128099,0.6297388,0.5410464
0.5128099,0.6116632,0.5394347
0.5128099,0.6207531,0.5469598
0.5128099,0.6060082,0.5636896
0.5128099,0.6146831,0.5371099
0.5128099,0.6234728,0.5444963
0.5128099,0.6087494,0.5611688
0.5128099,0.6188886,0.5361358
0.5128099,0.6020477,0.5511465
0.5128099,0.6115945,0.5602915
0.5128099,0.6195069,0.5336433
0.5128099,0.6036956,0.550295
0.5128099,0.6112127,0.5577431
0.5128099,0.5949288,0.5402244
0.5128099,0.6018381,0.5476281
0.5128099,0.6191978,0.5642809
0.5128099,0.591829,0.5376447
0.5128099,0.6090441,0.5544366
0.5128099,0.5829064,0.5635685
0.5128099,0.5891854,0.5366936
0.5128099,0.605711,0.5531576
0.5128099,0.577518,0.5605307
0.5128099,0.594233,0.5430018
0.5128099,0.6003544,0.5505929
0.5128099,0.5830613,0.5331733
0.5128099,0.58915,0.5407026
0.5128099,0.562625,0.5498797
0.5128099,0.5778764,0.5309199
0.5128099,0.5854306,0.5402221
0.5128099,0.5681179,0.556993
0.5128099,0.5743803,0.5645861
0.5128099,0.5571325,0.5471888
0.5128099,0.563481,0.5548452
0.5128099,0.5699582,0.5626039
0.5128099,0.5529171,0.5454665
0.5128099,0.5609636,0.5549332
0.5128099,0.5425691,0.5362006
0.5128099,0.5508531,0.5457282
0.5128099,0.5324009,0.5611046
0.5128099,0.5406658,0.5365115
0.5128099,0.5474809,0.5443617
0.5128099,0.5308979,0.5614612
0.5128099,0.5379381,0.5352585
0.5128099,0.5213535,0.5524773
0.5128099,0.528118,0.5604163
0.5128099,0.5115139,0.5434309
0.5128099,0.5200837,0.5531488
0.5128099,0.5271757,0.5611695
0.5128099,0.5107229,0.5443655
0.5128099,0.5176361,0.5524822
0.5128099,0.5009885,0.5699098
0.5128099,0.5079247,0.5440515
0.5128099,0.5255525,0.5616091
0.5128099,0.4982215,0.5698605
0.5128099,0.5067437,0.5458369
0.5128099,0.5229324,0.5618232
0.5128099,0.4974067,0.5720245
0.5128099,0.5150893,0.5556881
0.5128099,0.4878901,0.5642907
0.5128099,0.5055268,0.5480096
0.5128099,0.5124906,0.5566885
0.5128099,0.4853855,0.5653421
0.5128099,0.5031289,0.5832376
0.5128099,0.4777774,0.5595345
0.5128099,0.4941961,0.5757012
0.5128099,0.5031383,0.5860407
0.5128099,0.4772363,0.5600202
0.5128099,0.4942127,0.5783923
0.5128099,0.4780153,0.5621926
0.5128099,0.4854968,0.5709348
0.5128099,0.492996,0.579585
0.5128099,0.4771473,0.5632295
0.5128099,0.4848699,0.5718974
0.5128099,0.460663,0.5816184
0.5128099,0.4780689,0.5659124
0.5128099,0.4857806,0.5745644
0.5128099,0.4699132,0.5923879
0.5128099,0.477545,0.6010632
0.5128099,0.4617753,0.5848956
0.5128099,0.4611636,0.5854954
0.5128099,0.4796063,0.603556
0.5128099,0.4532696,0.5782377
0.5128099,0.4717258,0.5961934
0.5128099,0.4452704,0.6048572
0.5128099,0.4638356,0.5887623
0.5128099,0.4718436,0.597551
0.5128099,0.4474337,0.607956
0.5128099,0.4645078,0.5900839
0.5128099,0.4399929,0.6005284
0.5128099,0.4571552,0.5826647
0.5128099,0.4668295,0.5931956
0.5128099,0.4514719,0.6113428
0.5128099,0.4595029,0.5860227
0.5128099,0.4335465,0.5949858
0.5128099,0.4525774,0.613045
0.5128099,0.4610809,0.6222349
0.5128099,0.4460216,0.6063389
0.5128099,0.4560077,0.6171212
0.5128099,0.4394882,0.5996181
0.5128099,0.44947,0.6104316
0.5128099,0.4329117,0.6270543
0.5128099,0.442887,0.6037492
0.5128099,0.4513882,0.6129513
0.5128099,0.4363749,0.6313316
0.5128099,0.4447404,0.6064132
0.5128099,0.4297065,0.6248205
0.5128099,0.438243,0.6341029
0.5128099,0.4574488,0.6184726
0.5128099,0.4335149,0.6295006
0.5128099,0.4422443,0.6388011
0.5128099,0.4273806,0.6231998
0.5128099,0.4360006,0.6325369
0.5128099,0.4554259,0.6512212
0.5128099,0.4301773,0.6267006
0.5128099,0.4497317,0.64553
0.5128099,0.4244084,0.6550688
0.5128099,0.4347811,0.6322771
0.5128099,0.4528201,0.6494333
0.5128099,0.4292735,0.6607293
0.5128099,0.4490767,0.6452782
0.5128099,0.4240784,0.6547138
0.5128099,0.4440953,0.6392659
0.5128099,0.4534247,0.6489052
0.5128099,0.4286344,0.6584609
0.5128099,0.4487284,0.6771731
0.5128099,0.425707,0.6543064
0.5128099,0.4443833,0.6713254
0.5128099,0.4554797,0.6826271
0.5128099,0.4399444,0.6656077
0.5128099,0.4510201,0.6767612
0.5128099,0.4263758,0.6862802
0.5128099,0.4466408,0.6706756
0.5128099,0.4563828,0.6799216
0.5128099,0.4426976,0.6642908
0.5128099,0.4523858,0.6736572
0.5128099,0.43858,0.6921458
0.5128099,0.4499467,0.6690664
0.5128099,0.4598241,0.6783277
0.5128099,0.4465456,0.6967854
0.5128099,0.456726,0.671862
0.5128099,0.4433682,0.6903122
0.5128099,0.4536428,0.699584
0.5128099,0.4403813,0.6840568
0.5128099,0.450799,0.693547
0.5128099,0.4629795,0.704444
0.5128099,0.4485954,0.6870674
0.5128099,0.4608718,0.6980178
0.5128099,0.4481682,0.7163645
0.5128099,0.4589117,0.6913198
0.5128099,0.48044,0.7095234
0.5128099,0.4572772,0.7184116
0.5128099,0.4683228,0.6929223
0.5128099,0.4559275,0.7106805
0.5128099,0.4685649,0.7209098
0.5128099,0.4887384,0.7027731
0.5128099,0.4672792,0.7129633
0.5128099,0.4877093,0.7289554
0.5128099,0.4663565,0.7049215
0.5128099,0.4765599,0.7128865
0.5128099,0.4998139,0.7307682
0.5128099,0.4770544,0.705182
0.5128099,0.4992053,0.7227898
0.5128099,0.4764999,0.7311778
0.5128099,0.498451,0.7144995
0.5128099,0.4996498,0.7148939
0.5128099,0.4886246,0.732989
0.5128099,0.5105808,0.7164299
0.5128099,0.4866195,0.7244062
0.5128099,0.5097113,0.7081802
0.5128099,0.5199727,0.7160287
0.5128099,0.5088766,0.7338519
0.5128099,0.5100588,0.7341988
0.5128099,0.497986,0.7173301
0.5128099,0.5094268,0.7253582
0.5128099,0.531683,0.7423835
0.5128099,0.5089337,0.7160502
0.5128099,0.521917,0.7254889
0.5128099,0.508223,0.7405666
0.5128099,0.5212282,0.7156457
0.5128099,0.5418688,0.7307149
0.5128099,0.5210047,0.7398743
0.5128099,0.5431985,0.7224466
0.5128099,0.5205153,0.7299143
0.5128099,0.53186,0.7372143
0.5128099,0.5540991,0.7196144
0.5128099,0.5314389,0.727083
0.5128099,0.5535737,0.7438278
0.5128099,0.532533,0.7188341
0.5128099,0.5531946,0.7339391
0.5128099,0.5662658,0.7432107
0.5128099,0.5434806,0.7168128
0.5128099,0.5652514,0.7339182
0.5128099,0.5764369,0.7419745
0.5128099,0.5640404,0.7251745
0.5128099,0.5754529,0.7333077
0.5128099,0.5632361,0.7163121
0.5128099,0.574268,0.7242677
0.5128099,0.5616679,0.7414951
0.5128099,0.5741451,0.7169588
0.5128099,0.5851677,0.7250447
0.5128099,0.5727873,0.7424356
0.5128099,0.5838778,0.7163705
0.5128099,0.5715817,0.7336335
0.5128099,0.5827459,0.7418948
0.5128099,0.5702557,0.7250996
0.5128099,0.5812774,0.7332451
0.5128099,0.5939938,0.7430288
0.5128099,0.5800317,0.7245833
0.5128099,0.5925707,0.7344435
0.5128099,0.5801629,0.7518597
0.5128099,0.5913427,0.7259925
0.5128099,0.613211,0.7434602
0.5128099,0.5901902,0.7517095
0.5128099,0.6014292,0.7260232
0.5128099,0.5890548,0.7436355
0.5128099,0.6017125,0.7537861
0.5128099,0.6218657,0.7356852
0.5128099,0.6002062,0.7460376
0.5128099,0.6201078,0.7622396
0.5128099,0.5982961,0.7384814
0.5128099,0.6089182,0.7472944
0.5128099,0.6302257,0.7652541
0.5128099,0.6066437,0.7398949
0.5128099,0.6276489,0.7579435
0.5128099,0.6379796,0.766873
0.5128099,0.624798,0.7508736
0.5128099,0.6366158,0.7615535
0.5128099,0.6126571,0.77072
0.5128099,0.6335366,0.7548729
0.5128099,0.6435815,0.7640314
0.5128099,0.6297032,0.7483058
0.5128099,0.639555,0.7576075
0.5128099,0.6258939,0.7762337
0.5128099,0.6356539,0.7856072
0.5128099,0.6469172,0.7624151
0.5128099,0.631453,0.7792909
0.5128099,0.6426109,0.790394
0.5128099,0.6285614,0.77487
0.5128099,0.6380406,0.7846125
0.5128099,0.6239097,0.7693396
0.5128099,0.6330965,0.7790376
0.5128099,0.6421519,0.7889695
0.5128099,0.6275626,0.7740171
0.5128099,0.6380744,0.7855548
0.5128099,0.6219074,0.8029742
0.5128099,0.6322159,0.7802714
0.5128099,0.6157044,0.7975702
0.5128099,0.6258193,0.8090074
0.5128099,0.6448271,0.7937682
0.5128099,0.6445667,0.794861
0.5128099,0.6273671,0.8130571
0.5128099,0.6120457,0.797669
0.5128099,0.6201507,0.8071513
0.5128099,0.6387565,0.8257908
0.5128099,0.6140705,0.8026953
0.5128099,0.6308585,0.8195893
0.5128099,0.6300892,0.8205675
0.5128099,0.613483,0.8060129
0.5128099,0.6217,0.814368
0.5128099,0.6048055,0.8336682
0.5128099,0.6229601,0.8177647
0.5128099,0.5962008,0.8267837
0.5128099,0.6143321,0.8109471
0.5128099,0.6133301,0.81173
0.5128099,0.5955866,0.8309667
0.5128099,0.6034116,0.8393716
0.5128099,0.6115149,0.8159491
0.5128099,0.5931395,0.8326007
0.5128099,0.6010628,0.8432458
0.5128099,0.5823423,0.8255751
0.5128099,0.5901895,0.8359627
0.5128099,0.5729747,0.8537434
0.5128099,0.5792572,0.8281947
0.5128099,0.5855649,0.8365704
0.5128099,0.5684141,0.8542557
0.5128099,0.5748386,0.8285357
0.5128099,0.5917409,0.8460874
0.5128099,0.5654404,0.8561459
0.5128099,0.5808401,0.8377878
0.5128099,0.5547588,0.847546
0.5128099,0.5613344,0.8555344
0.5128099,0.5785313,0.8387113
0.5128099,0.5509015,0.8467692
0.5128099,0.5679867,0.8640106
0.5128099,0.5401649,0.8378546
0.5128099,0.5572005,0.855053
0.5128099,0.5634405,0.8630838
0.5128099,0.5463025,0.8460641
0.5128099,0.554262,0.8556661
0.5128099,0.5262899,0.8636375
0.5128099,0.5431636,0.846624
0.5128099,0.5492841,0.8545547
0.5128099,0.5319324,0.8375316
0.5128099,0.538025,0.8455034
0.5128099,0.5205724,0.8626652
0.5128099,0.5267263,0.836403
0.5128099,0.5343016,0.846073
0.5128099,0.515335,0.8616306
0.5128099,0.5228842,0.8712099
0.5128099,0.5054132,0.8540526
0.5128099,0.5115141,0.8617083
0.5128099,0.4940398,0.8444824
0.5128099,0.4998565,0.8521965
0.5128099,0.5057919,0.8599612
0.5128099,0.4882934,0.8427688
0.5128099,0.4958123,0.8522382
0.5128099,0.476643,0.8674688
0.5128099,0.4843838,0.8426584
0.5128099,0.4996588,0.8579195
0.5128099,0.473283,0.867229
0.5128099,0.4796014,0.840582
0.5128099,0.4624524,0.8575002
0.5128099,0.4690863,0.8651621
0.5128099,0.4864939,0.8479348
0.5128099,0.4591266,0.8556135
0.5128099,0.4765576,0.8723063
0.5128099,0.4505702,0.8471798
0.5128099,0.4571984,0.8545216
0.5128099,0.4745387,0.8709084
0.5128099,0.4471358,0.8440734
0.5128099,0.464666,0.8604852
0.5128099,0.4376892,0.8676913
0.5128099,0.4558924,0.849805
0.5128099,0.4634769,0.8569137
0.5128099,0.4378946,0.8659943
0.5128099,0.4545206,0.8470311
0.5769026,0.1519768,0.3838964
0.5875031,0.1783008,0.4088545
0.6065621,0.1721247,0.3853428
0.5781266,0.1773587,0.3731434
0.5971002,0.1712641,0.3857977
0.6057813,0.1767178,0.3715703
0.5869797,0.1706638,0.3823087
0.5957615,0.1755703,0.3660094
0.6061919,0.1637249,0.3471873
0.5851898,0.1737385,0.3574473
0.5948264,0.1615341,0.337904
0.6101846,0.1712634,0.3472297
0.5809928,0.1585406,0.3262245
0.5972953,0.1504626,0.332807
0.6031351,0.1536372,0.313795
0.5705934,0.156928,0.2949551
0.5849819,0.148228,0.3021888
0.5888674,0.1510329,0.2844277
0.5645293,0.1427782,0.2928751
0.5688924,0.1289609,0.2755681
0.5420187,0.1378902,0.2880671
0.5457762,0.124931,0.2723156
0.5556635,0.1339041,0.2493093
0.5215867,0.121105,0.2729178
0.5226228,0.1258283,0.2622447
0.5337866,0.1194676,0.2781503
0.5347731,0.1250185,0.2695747
0.5083129,0.1195633,0.249939
0.5094429,0.1259242,0.2808647
0.5132015,0.1538806,0.2740792
0.4885704,0.1502208,0.2957162
0.4924043,0.1586339,0.2934094
0.4692525,0.1558755,0.2801161
0.4736479,0.1643332,0.3163657
0.4883631,0.1610879,0.3036199
0.4555554,0.1688423,0.3031576
0.4705158,0.1651119,0.3285716
0.4752956,0.1724053,0.3277568
0.4442521,0.1623246,0.3621698
0.4567678,0.1739722,0.3502793
0.4621556,0.1632095,0.3461019
0.4379991,0.1573281,0.3691756
0.4412989,0.1626198,0.3655387
0.454247,0.1557345,0.3871899
0.419063,0.1603291,0.382628
0.4209,0.164608,0.3775929
0.4321531,0.1570272,0.3974703
0.3974195,0.1440147,0.388936
0.4065498,0.1527854,0.4084329
0.4087026,0.1390036,0.3972067
0.379318,0.1471815,0.4142194
0.3810864,0.1331265,0.4012762
0.3808694,0.1356979,0.3886485
0.3531452,0.1266377,0.4012617
0.3530138,0.1289356,0.3867934
0.3634839,0.1200335,0.3977474
0.3266978,0.122578,0.3815496
0.3331417,0.1474502,0.3666404
0.342161,0.1375935,0.3708594
0.3074702,0.1403148,0.3518669
0.3209926,0.1317223,0.3586988
0.3250392,0.1343357,0.3389797
0.3028351,0.1256504,0.3447076
0.3100058,0.1296877,0.3295611
0.2881594,0.119423,0.2927926
0.29573,0.122107,0.3108622
0.3058704,0.1095316,0.2946592
0.2852959,0.1166658,0.2993795
0.2963147,0.1030128,0.2801223
0.3157679,0.09507386,0.2518282
0.3245308,0.09918566,0.2764673
0.2956462,0.1026267,0.2621245
0.8702204,0.3942986,0.3118502
0.8703466,0.3945761,0.3114152
0.8825822,0.3985355,0.3083952
0.8971947,0.4031587,0.304968
0.9093125,0.4072428,0.3016992
0.909291,0.4076188,0.301051
0.8726568,0.3993329,0.3040038
0.8845282,0.4035014,0.3005159
0.8842737,0.4039164,0.2997298
0.8957946,0.4081441,0.2960338
0.8902647,0.3940038,0.3184735
0.8698472,0.4039203,0.2953182
0.8686348,0.4044847,0.2939848
0.8792524,0.4089763,0.2895627
0.8923526,0.4141128,0.284798
0.8903332,0.415289,0.2821744
0.8806491,0.4014946,0.3027556
0.8608536,0.4129283,0.2772014
0.8696915,0.4177872,0.2716087
0.866275,0.4187885,0.268857
0.8742351,0.4235843,0.2631042
0.8648974,0.4101146,0.2832371
0.8597974,0.4109788,0.2802053
0.841816,0.4258435,0.2493503
0.8093162,0.4291526,0.2337802
0.751977,0.3989811,0.2677555
0.7640068,0.4002311,0.2692957
0.7749621,0.3814248,0.3047311
0.7584501,0.3880266,0.2884245
0.7584501,0.3880266,0.2884245
0.7802277,0.3865013,0.2976767
0.7973356,0.3874798,0.3012307
0.8027497,0.3849254,0.3072427
0.803852,0.3684728,0.335653
0.7902924,0.3762186,0.3182957
0.8084078,0.3786378,0.319699
