x,y,z
0.7429999,0.4902668,0.3103057
0.705816,0.4990484,0.3133519
0.7284036,0.4961772,0.3427789
0.714835,0.5051471,0.3215868
0.7173496,0.4826091,0.3312212
0.7345707,0.5074319,0.3346313
0.7204373,0.5156608,0.3137094
0.7220421,0.492545,0.3237951
0.7272899,0.5201774,0.322958
0.7287768,0.4966162,0.3331605
0.7336063,0.524033,0.3323249
0.721031,0.5284047,0.3287747
0.7314138,0.5051005,0.3267905
0.7270075,0.5321257,0.3384852
0.7371325,0.508653,0.3365376
0.7127623,0.5158216,0.328619
0.7089864,0.5200877,0.3129386
0.7271956,0.5189045,0.3263668
0.7140204,0.5225939,0.323187
0.7146032,0.4983286,0.333802
0.7188393,0.5249644,0.3333691
0.7063661,0.5283018,0.3295039
0.7160985,0.5040057,0.3278641
0.7225851,0.5270563,0.3445702
0.7207738,0.505931,0.3385571
0.7074268,0.5092043,0.3356534
0.7116374,0.5354035,0.3355519
0.7120245,0.5106906,0.3464799
0.7160781,0.5369757,0.3464431
0.7014931,0.5126704,0.3691991
0.6879956,0.5159367,0.3664871
0.6919722,0.5420927,0.366459
0.6922382,0.5173076,0.3775654
0.6765295,0.5238224,0.3578689
0.6629981,0.5268093,0.3551661
0.6807647,0.5249648,0.3691196
0.6672899,0.5279614,0.3664552
0.6767722,0.5032777,0.3651121
0.6714539,0.5288988,0.3774844
0.6670396,0.5321155,0.3622623
0.6848456,0.5300047,0.3760472
0.6713436,0.5329666,0.3732724
0.6695468,0.5112799,0.3672734
0.6759228,0.5336311,0.3842465
0.6626444,0.5365829,0.3813717
0.6609759,0.5150288,0.3752305
0.6768436,0.5378627,0.3798459
0.6660593,0.5159369,0.3863734
0.6622686,0.5192023,0.3711993
0.6713986,0.5169182,0.3974747
0.6676291,0.5203589,0.3823169
0.6545495,0.523407,0.3793752
0.6727377,0.521355,0.3930333
0.6596174,0.5239965,0.3899642
0.6580155,0.5022944,0.3837018
0.66487,0.5249004,0.400569
0.6393498,0.5036697,0.4187795
0.635742,0.5071658,0.4035688
0.6425492,0.5299124,0.4205039
0.6411301,0.5084646,0.4145337
0.6282566,0.5114764,0.4117123
0.6465091,0.5095884,0.4255203
0.6333949,0.5127041,0.4226601
0.6179897,0.5192305,0.4028884
0.6385107,0.5140154,0.4336748
0.6344461,0.517602,0.4184825
0.6235449,0.4960266,0.4249924
0.6392079,0.5191007,0.4296777
0.6235495,0.5258597,0.4098918
0.6243088,0.5010713,0.4210367
0.6283605,0.5274258,0.4211177
0.6287286,0.502703,0.4322881
0.6151736,0.5060499,0.4296098
0.6190097,0.5324381,0.4298382
0.6283804,0.5081487,0.4286523
0.6230428,0.5343342,0.4412087
0.6323725,0.5101444,0.4400303
0.6071039,0.5166636,0.4327349
0.6024629,0.5203823,0.4176998
0.6223191,0.5152704,0.4484835
0.6062494,0.5220363,0.4288229
0.592584,0.52538,0.4261966
0.6103563,0.5238767,0.4401506
0.5967886,0.5271602,0.4376005
0.5903549,0.5256078,0.4757647
0.5862005,0.529175,0.4608038
0.5727248,0.532454,0.4582491
0.5905349,0.5307149,0.4723977
0.5770925,0.5337976,0.4698094
0.5752549,0.5121937,0.4641201
0.5816883,0.5346711,0.4814184
0.5799083,0.5130898,0.4756044
0.5663607,0.5160989,0.4729364
0.5817847,0.5388356,0.477755
0.570769,0.5165912,0.4843401
0.5663963,0.5197679,0.4692938
0.584108,0.5177634,0.4832761
0.5705524,0.5204627,0.4805143
0.5684814,0.4986902,0.4744089
0.5744552,0.5209371,0.491252
0.5607516,0.5236844,0.4882803
0.5585595,0.5019197,0.4822045
0.5737625,0.5246118,0.4867528
0.5623171,0.5024055,0.4931435
0.5578105,0.5053188,0.4778979
0.5524083,0.530696,0.4901975
0.5617718,0.5058023,0.4887537
0.5481619,0.5085291,0.4856924
0.5658988,0.506461,0.4992666
0.5523514,0.5092172,0.4961049
0.536836,0.5152549,0.4761144
0.5573226,0.5093534,0.5067037
0.5178971,0.5151848,0.5106698
0.5281063,0.4898802,0.5090031
0.5358424,0.5120524,0.5249079
0.5205035,0.5167176,0.5050667
0.5222005,0.4902031,0.5153518
0.5276964,0.5146648,0.5145067
0.527687,0.51382,0.5148473
0.5277041,0.4904116,0.507713
0.5361262,0.5109076,0.5233414
0.5367553,0.4874376,0.5159273
0.5258899,0.4888357,0.5113759
0.5329198,0.5133178,0.5095648
0.5364268,0.4870353,0.5185373
0.5237938,0.4923157,0.4965319
0.5471932,0.4858034,0.5249965
0.5462496,0.4880965,0.5074785
0.524679,0.4932092,0.4976347
0.5574725,0.4873458,0.5135757
0.5452986,0.4930356,0.491022
0.5492707,0.4672736,0.4993545
0.556685,0.4925615,0.4965402
0.5469105,0.4948375,0.4907208
0.55105,0.4693128,0.4986688
0.5588686,0.4948959,0.4955874
0.5481322,0.4696249,0.5153597
0.5708296,0.494513,0.5004383
0.5461498,0.4972232,0.5062422
0.5631092,0.4748474,0.4851935
0.5584291,0.4970825,0.5106691
0.5627342,0.4719214,0.5182855
0.5508887,0.478223,0.4949979
0.5413843,0.4811171,0.4886905
0.5632442,0.47903,0.4990784
0.553825,0.4818751,0.4927777
0.5757822,0.4800547,0.5030065
0.5755487,0.4835567,0.4840027
0.566119,0.4866031,0.4773696
0.5879662,0.4847471,0.4873511
0.5785984,0.4877597,0.4807809
0.5807536,0.4662708,0.4708634
0.591072,0.4889876,0.4838889
0.5931405,0.4676192,0.4738093
0.5835958,0.4709482,0.4668719
0.6029806,0.4941705,0.4672143
0.5958875,0.4726519,0.4693687
0.595579,0.4762538,0.4499474
0.6173378,0.4747885,0.4594389
0.6077162,0.4779843,0.4523445
0.6097646,0.4565625,0.4420513
0.6200219,0.4793884,0.4547039
0.6106507,0.4826601,0.4476266
0.6128484,0.4614172,0.4373043
0.6082076,0.4847333,0.461679
0.6114687,0.491141,0.4257464
0.6009685,0.466846,0.4442346
0.6240079,0.4928092,0.4279868
0.6134989,0.4684495,0.4463716
0.6043038,0.4716251,0.4392956
0.6126885,0.4979734,0.4350934
0.6174996,0.4730765,0.4419573
0.6059047,0.4794881,0.4180205
0.6302084,0.4739816,0.4447764
0.618624,0.4805408,0.4209355
0.6185003,0.4841118,0.4017092
0.6429107,0.4787415,0.4285961
0.6311869,0.4851016,0.4048491
0.6357402,0.460084,0.4119976
0.6438268,0.486116,0.4080935
0.634555,0.4889995,0.4015874
0.6565609,0.4868686,0.4116576
0.6470888,0.4896537,0.4050184
0.6605207,0.4649052,0.3998794
0.659188,0.4904774,0.4085144
0.658947,0.4938634,0.3896748
0.6609074,0.4723293,0.3801259
0.6712655,0.4946831,0.3936971
0.6734437,0.4729029,0.3844069
0.6639357,0.4755593,0.378197
0.6543947,0.4780658,0.3720477
0.676111,0.4757771,0.382518
0.6515998,0.4788349,0.3880415
0.6883795,0.4762507,0.3865049
0.6638243,0.4791627,0.3918501
0.6807028,0.4570764,0.3705522
0.6759765,0.4797195,0.3958254
0.6664663,0.4823293,0.389612
0.6685529,0.4604846,0.3803239
0.678995,0.4828193,0.3938026
0.6811535,0.461083,0.384498
0.6717498,0.4638846,0.3783516
0.6798446,0.4897761,0.3749085
0.6933867,0.4649458,0.3701163
0.6829412,0.4679179,0.3646937
0.6735923,0.4707375,0.3584858
0.6955429,0.4687948,0.3689239
0.6861374,0.4717883,0.3627308
0.7081599,0.4697981,0.3731232
0.7079582,0.4732394,0.3543438
0.6986563,0.4762193,0.3478723
0.7204776,0.474261,0.3580917
0.7109358,0.4774257,0.3516549
0.7131248,0.4561054,0.3423313
0.7234802,0.4789607,0.3557602
0.7254643,0.4577125,0.3463147
0.7158568,0.4608074,0.3400875
0.7350982,0.4836439,0.3413509
0.7278134,0.4617689,0.344503
0.7271802,0.4653341,0.3259531
0.7247073,0.4637429,0.3606434
0.739131,0.4672484,0.3304541
0.7027535,0.4740572,0.3315993
0.7264717,0.4688811,0.3593267
0.7405596,0.4723064,0.3292364
0.7179214,0.4513276,0.3443894
0.7367895,0.4748783,0.3459871
0.7151985,0.4815781,0.3354147
0.7280077,0.4575374,0.3308499
0.7373605,0.4805739,0.3446932
0.7384547,0.4596544,0.3355391
0.7279065,0.4633968,0.3295469
0.7346939,0.4902288,0.3263203
0.7376938,0.4660278,0.3340507
0.7245684,0.4733134,0.3110866
0.7332175,0.4967228,0.3248016
0.7334929,0.475872,0.3155517
0.7312506,0.4800334,0.2971031
0.7533603,0.4756336,0.324435
0.7391695,0.4830447,0.3009678
0.7272199,0.4868941,0.2944603
0.7464112,0.4856946,0.3045554
0.7340257,0.4893533,0.2979846
0.7528363,0.4883543,0.308055
0.7402667,0.4922379,0.3015643
0.7366355,0.49634,0.2826413
0.7458378,0.4950613,0.3051165
0.7421268,0.4991743,0.2862265
0.7165146,0.4782614,0.3007514
0.7232687,0.5016365,0.314106
0.7217128,0.4808162,0.3046549
0.7084678,0.4845747,0.2983754
0.7193106,0.4880613,0.2681354
0.7131168,0.4862353,0.3031198
0.7089336,0.4894612,0.2851809
0.7174894,0.4871968,0.3088214
0.7132492,0.4903631,0.2911256
0.7020355,0.4682529,0.2954097
0.7175628,0.4907376,0.2981844
0.7040553,0.4934405,0.2936472
0.7022206,0.4719971,0.2862594
0.7084827,0.4948364,0.3018484
0.70668,0.4733804,0.2948421
0.6932738,0.4765885,0.2911441
0.6972481,0.502916,0.2902895
0.706811,0.4787204,0.2881292
0.6931754,0.4823086,0.2844716
0.7109681,0.4809118,0.2977093
0.6974384,0.4842801,0.2944619
0.6815641,0.4911169,0.2743836
0.7015712,0.4862101,0.304952
0.6856322,0.4931054,0.2849577
0.6858982,0.4687468,0.2958891
0.7012389,0.4921855,0.3004039
0.6761765,0.4986694,0.2930379
0.6855859,0.4742762,0.2917646
0.6653414,0.500568,0.3160924
0.6658126,0.4758507,0.3272753
0.6699635,0.502197,0.3275531
0.6566485,0.5054581,0.3249187
0.681325,0.4805041,0.3122706
0.6415374,0.4868722,0.3171676
0.6708232,0.4818386,0.3360279
0.6458507,0.4880273,0.3290738
0.6415769,0.4911868,0.3143132
0.6502205,0.4887885,0.3409727
0.6459018,0.4919871,0.3265359
0.6323784,0.4946628,0.3245342
0.6501316,0.4921361,0.3392438
0.6364858,0.4944507,0.3373579
0.6539831,0.4919508,0.3521458
0.6402026,0.494265,0.3502973
0.6378722,0.4723724,0.3451867
0.6529586,0.4949945,0.3505119
0.639064,0.4978278,0.3484037
0.6367583,0.4760806,0.3431331
0.6439067,0.4985718,0.3595632
0.6405001,0.4764692,0.3555644
0.6394032,0.4763503,0.3567861
0.6233392,0.4826931,0.3377108
0.6433554,0.477285,0.3693686
0.6273902,0.4836375,0.3503197
0.6135634,0.4865711,0.3481883
0.6313497,0.4845456,0.3626924
0.6176704,0.4875373,0.3603565
0.611034,0.4858652,0.3987485
0.621396,0.4891079,0.3722185
0.5927826,0.4926238,0.3816645
0.6253515,0.4906596,0.3840434
0.5967246,0.4941133,0.3931858
0.5944522,0.4725828,0.3875868
0.6005527,0.4951063,0.4049274
0.5983587,0.4738209,0.3992619
0.5846157,0.4772796,0.3966323
0.5708267,0.4806505,0.3938713
0.5884525,0.4789438,0.4077406
0.5837709,0.4824115,0.3924785
0.5918638,0.4803682,0.418638
0.5873289,0.4837166,0.4036826
0.5618181,0.4899901,0.3961379
0.5904486,0.485213,0.4145671
0.5763868,0.4885838,0.4120248
0.5739495,0.4672955,0.4064228
0.5797233,0.490161,0.4238695
0.5635356,0.4969851,0.4045771
0.5634167,0.4721285,0.416216
0.5667753,0.4986012,0.4169309
0.5757725,0.4742514,0.4165051
0.5618573,0.4774719,0.4146478
0.5652805,0.5036779,0.4155905
0.5651607,0.4787238,0.4276842
0.5248066,0.4852132,0.4330763
0.5684916,0.4799514,0.4405445
0.5281705,0.4865847,0.4457951
0.5383922,0.4898429,0.4197387
0.5431044,0.4849631,0.4631631
0.5419219,0.4913946,0.4323272
0.5268104,0.4670864,0.4556675
0.5302479,0.4936216,0.4561388
0.516205,0.4971977,0.4535836
0.5335798,0.4958578,0.46747
0.5196018,0.4996868,0.4646048
0.519643,0.4753875,0.4754114
0.5232316,0.5019349,0.4751092
0.5185617,0.5056387,0.4596892
0.5070991,0.4841898,0.4657967
0.5025472,0.4879859,0.4501927
0.5110037,0.4858711,0.4761009
0.5066412,0.488994,0.4609065
0.4932199,0.491638,0.457882
0.5110675,0.4893688,0.4713533
0.4980454,0.4917487,0.4681429
0.5165301,0.4888863,0.4814663
0.5039678,0.4906252,0.478279
0.5033676,0.4676645,0.4719813
0.5205453,0.4890826,0.4761152
0.5091103,0.4903086,0.472779
0.5093922,0.4669319,0.4662752
0.5184504,0.4875153,0.4827147
0.4954464,0.4640032,0.5000367
0.509205,0.4650805,0.4718632
0.5062576,0.4612327,0.5084219
0.5203227,0.4624602,0.4797343
0.4954763,0.4640179,0.4866735
0.5320704,0.4599544,0.4865265
0.507572,0.4617481,0.4930653
0.5094832,0.4392276,0.4843142
0.5197217,0.460855,0.4984522
0.5079864,0.4663981,0.4756275
0.5123726,0.4407542,0.4834505
0.5224903,0.4627077,0.4970992
0.5106791,0.4684805,0.4739316
0.5240598,0.4433812,0.4691503
0.5227271,0.4686989,0.4780994
0.5361364,0.4436659,0.473231
0.5150113,0.4494876,0.4620963
0.5343947,0.4719748,0.4632284
0.5387373,0.4465898,0.4706064
0.5270455,0.4526806,0.4472447
0.5513053,0.4469399,0.4744768
0.5395931,0.4532824,0.4508076
0.5302275,0.4561793,0.4440615
0.552214,0.4542366,0.4539985
0.5520247,0.4577075,0.4348886
0.5567234,0.4328052,0.4420427
0.5649936,0.4588906,0.4381591
0.5557561,0.4619212,0.4313619
0.5538638,0.4599716,0.4654737
0.5690137,0.4628164,0.4347459
0.5474031,0.4410857,0.4490798
0.5485972,0.440984,0.4480779
0.5570463,0.4670046,0.4442169
0.561845,0.4420468,0.4513515
0.5505367,0.4485862,0.4276373
0.5752378,0.4432445,0.4544654
0.563861,0.4498475,0.4305367
0.5548924,0.4529594,0.4237623
0.5889167,0.4481426,0.4383655
0.5686597,0.4545611,0.426762
0.5828896,0.4299786,0.421235
0.5917301,0.4560403,0.4171115
0.5829477,0.4590982,0.410071
0.6054229,0.4571835,0.4195641
0.5965302,0.4601812,0.4123574
0.5876169,0.46315,0.4051856
0.6100572,0.4610039,0.4147774
0.6103117,0.4642639,0.3952642
0.6037365,0.4422521,0.3973727
0.6040087,0.4453511,0.3778999
0.6171668,0.4429004,0.3997189
0.6173106,0.4460205,0.3802536
0.608213,0.4487098,0.373165
0.6304436,0.4465734,0.3826102
0.6210974,0.4494293,0.3752381
0.6430665,0.4471677,0.384565
0.63378,0.44976,0.3773656
0.6361225,0.4278609,0.3671306
0.6316859,0.4502904,0.3916646
0.6225498,0.4526778,0.3846375
0.6249614,0.4306226,0.3745472
0.6353965,0.4527845,0.3872618
0.6375964,0.4309644,0.3770206
0.6284682,0.4336703,0.3698948
0.6366808,0.4593904,0.3655368
0.6414439,0.434074,0.371867
0.641409,0.4370393,0.3519154
0.6542386,0.434563,0.3732253
0.6542464,0.4375608,0.3533461
0.6429107,0.4437766,0.3287216
0.6672258,0.4383686,0.3544655
0.6557425,0.444777,0.3295447
0.660548,0.419838,0.3354949
0.6712993,0.4424319,0.347413
0.6599919,0.4489304,0.3225532
0.6741836,0.4244138,0.31611
0.6733471,0.4504854,0.3231629
0.6872,0.4261178,0.316649
0.6667665,0.4322514,0.3042216
0.6867252,0.4555072,0.3038235
0.6915926,0.431007,0.3097485
0.6804012,0.4380063,0.2848007
0.6913677,0.4611068,0.2967743
0.6942467,0.4398464,0.2860315
0.6856328,0.4430515,0.2784959
0.7084481,0.4411936,0.287876
0.6848857,0.4447367,0.292264
0.6761382,0.4480135,0.2849645
0.6987107,0.4464556,0.2944163
0.6900992,0.4496514,0.2875552
0.7128937,0.4477755,0.2974356
0.7042437,0.4510087,0.2906384
0.7072079,0.4297308,0.280955
0.7183022,0.4525741,0.294345
0.7186003,0.4562812,0.2756746
0.7119573,0.4346339,0.2786085
0.7122012,0.438248,0.2603836
0.7347039,0.4367867,0.2713473
0.7255564,0.4404583,0.2656067
0.7473705,0.4390205,0.2766788
0.737765,0.4424316,0.2712595
0.7278622,0.4456035,0.2660489
0.7490107,0.4436067,0.277635
0.7393703,0.4252421,0.2644306
0.3151242,0.3371486,0.1007264
0.3200321,0.3497047,0.1130214
0.315806,0.3363651,0.1049252
0.3230349,0.3471829,0.1222366
0.331119,0.3563205,0.142585
0.3297165,0.3715747,0.1435163
0.3231931,0.3409317,0.1719728
0.3356586,0.3460695,0.2093404
0.3258204,0.3425739,0.2037843
0.3331695,0.3067586,0.2379922
0.3525971,0.2986616,0.2274543
0.3174121,0.2867795,0.2457625
0.3404219,0.2493136,0.2708147
0.3060469,0.2373043,0.2480467
0.3303004,0.2008083,0.2645154
0.2971255,0.189569,0.2328122
0.3226298,0.1891047,0.2411014
0.3087049,0.1488223,0.2378942
0.3093583,0.1452716,0.1952155
0.2989459,0.1551122,0.1969345
0.2993886,0.1627247,0.1528129
0.289629,0.1509526,0.154206
0.2907809,0.1688554,0.1461646
0.2819922,0.1647453,0.1157619
0.2843825,0.1888494,0.1113046
0.2722905,0.217488,0.0786031
0.2811752,0.2171173,0.091789
0.2720583,0.2436184,0.1023585
0.2689278,0.275533,0.09148417
0.2761945,0.2630228,0.1055803
0.2736358,0.2920088,0.09923817
0.2812082,0.3096715,0.1172839
0.2886164,0.2911023,0.1361302
0.285924,0.3122089,0.1328682
0.2782959,0.3235196,0.1547319
0.2907785,0.3026446,0.1506166
0.2828952,0.308007,0.1732359
0.2944883,0.3152613,0.1694327
0.3193133,0.2791941,0.1918416
0.2901336,0.273445,0.2119313
0.3172598,0.2735768,0.2055434
0.2851091,0.2291813,0.2188142
0.3091988,0.2275161,0.2036839
