x,y,z
0.6446522,0.4355505,0.514695
0.6405897,0.4702734,0.5496613
0.6329582,0.4508174,0.5569777
0.6332447,0.4615431,0.5379729
0.6221706,0.4717981,0.5334598
0.648669,0.4761165,0.548833
0.6366631,0.4863889,0.5430947
0.6622648,0.4907313,0.5572376
0.6495726,0.5005744,0.5507861
0.6503471,0.4805395,0.5399277
0.6605586,0.5133702,0.5564609
0.6577495,0.5225319,0.5339417
0.6572787,0.5009803,0.5219675
0.6665089,0.5321439,0.5374641
0.6652111,0.5092855,0.5247605
0.6496424,0.5149724,0.5150879
0.6546552,0.5477418,0.5083049
0.655046,0.5183091,0.514638
0.649407,0.5216367,0.4887551
0.6594212,0.5175723,0.5128132
0.6531184,0.5185891,0.4863552
0.6215694,0.5219789,0.4691428
0.6555735,0.511106,0.4831612
0.6055421,0.5138298,0.4804421
0.6336986,0.478131,0.4565566
0.6399003,0.4996104,0.4690976
0.6196323,0.501222,0.437391
0.6209114,0.4677317,0.4459457
0.5946624,0.4885333,0.4657142
0.606402,0.4514912,0.457523
0.6006542,0.4753182,0.4660183
0.5961359,0.4720732,0.4415967
0.5976305,0.4347247,0.4491624
0.5831726,0.4348484,0.4417128
0.6070382,0.4224939,0.4520832
0.6043428,0.4234112,0.4302254
0.5909377,0.4211368,0.42237
0.6156704,0.4131045,0.4350686
0.603238,0.411528,0.4287264
0.6053227,0.3810466,0.4194401
0.6177157,0.4045506,0.4384536
0.6041397,0.4096844,0.4138264
0.6105399,0.3776634,0.4268411
0.6357359,0.4047498,0.4327259
0.6123411,0.4120443,0.4244784
0.6306902,0.3828079,0.4242103
0.6425319,0.4157906,0.4259967
0.6499593,0.3875734,0.4412151
0.6619815,0.4223801,0.4433968
0.6529636,0.429771,0.4423297
0.6605938,0.4035393,0.4582214
0.648455,0.4160107,0.436841
0.6616435,0.4149145,0.4910565
0.6673507,0.4274217,0.4556206
0.639655,0.4369895,0.4690393
0.6856039,0.4401241,0.4734609
0.6571778,0.4501084,0.4859472
0.6635424,0.4261588,0.5004455
0.6738546,0.464348,0.5010147
0.6628719,0.4746937,0.4977793
0.6891523,0.4792734,0.5141063
0.677426,0.4899139,0.5100831
0.679077,0.4706382,0.5016719
0.7013561,0.5048528,0.5056735
0.6908835,0.484345,0.5111607
0.6884649,0.4940373,0.4902216
0.6745271,0.5030723,0.4837215
0.6980067,0.5055251,0.4966384
0.6833168,0.5135659,0.4891299
0.7062564,0.5149283,0.5013988
0.6911078,0.5213495,0.4928343
0.6895044,0.4977885,0.4800057
0.6978304,0.5267646,0.4945418
0.6931247,0.5315745,0.4696482
0.6911214,0.5055246,0.4554749
0.6990509,0.5323838,0.4686787
0.6970162,0.5050459,0.4539399
0.6809804,0.5064299,0.4427384
0.68624,0.5346252,0.4346184
0.6871864,0.5002382,0.4399074
0.653117,0.4993113,0.4425773
0.6765385,0.5247642,0.4200586
0.6595896,0.4890803,0.4396025
0.6596236,0.4903546,0.393473
0.6669295,0.4780161,0.437122
0.6490631,0.4794432,0.405487
0.6345887,0.4766227,0.3947431
0.6608084,0.4635864,0.4249878
0.6438705,0.4648103,0.3945366
0.646711,0.4281337,0.4017405
0.6538136,0.4532544,0.3956307
0.6509437,0.451014,0.3715183
0.6639585,0.4421173,0.3981546
0.6613613,0.4399685,0.3750235
0.6645005,0.4041493,0.3842247
0.6725517,0.4305873,0.3808806
0.6599098,0.4295639,0.3748958
0.6613861,0.3988959,0.3656611
0.64884,0.3982463,0.3605959
0.6746026,0.3927044,0.3764246
0.6627472,0.3937677,0.3725393
0.6622476,0.3960836,0.3538536
0.6887817,0.3930529,0.3709191
0.6774641,0.3965352,0.3681465
0.7044333,0.3945725,0.3856457
0.6934604,0.3990723,0.3830737
0.6963521,0.3742003,0.3768162
0.709239,0.4039352,0.3982545
0.6801878,0.4105026,0.4099519
0.7011444,0.3870958,0.3892766
0.6958789,0.4184408,0.4248407
0.7170578,0.3961228,0.4042158
0.688126,0.4043055,0.4159191
0.714879,0.4065538,0.4334123
0.7038178,0.4146937,0.4307508
0.6913047,0.4206401,0.4267359
0.7191594,0.4250801,0.4458232
0.7075769,0.4336617,0.4430303
0.7060117,0.4402595,0.4239217
0.7109274,0.4149418,0.4376641
0.7201375,0.4513056,0.4378461
0.7076225,0.4600751,0.4340986
0.732808,0.4628792,0.4503426
0.7197855,0.4718808,0.4462157
0.7206962,0.4510049,0.4383166
0.742412,0.4840753,0.4428057
0.7287999,0.4929284,0.4383065
0.7288958,0.4720326,0.4299052
0.7148447,0.4807239,0.4251727
0.7386548,0.4833246,0.4406086
0.7245787,0.4917658,0.4359072
0.7482342,0.4940325,0.4512337
0.7337745,0.5019451,0.4461215
0.7302776,0.5102246,0.426029
0.7426693,0.5118074,0.4559845
0.7392677,0.519862,0.4355432
0.7096875,0.4974283,0.4554388
0.7484335,0.5281457,0.444393
0.701978,0.5385756,0.446998
0.7041013,0.5104116,0.4573908
0.7105916,0.5436488,0.4543434
0.7127785,0.5145895,0.464731
0.7094757,0.5197752,0.4436877
0.705459,0.5520166,0.4562517
0.7193394,0.5230681,0.4523084
0.691375,0.5310917,0.4409858
0.7291157,0.5252333,0.4611188
0.5432357,0.4829908,0.5055984
0.522015,0.5144596,0.5335841
0.554944,0.4842077,0.5151666
0.5338526,0.5159213,0.5417168
0.5486371,0.4865477,0.5373816
0.5353046,0.4906885,0.532046
0.5428048,0.5224056,0.5305125
0.5460784,0.4919456,0.5420704
0.5322613,0.4948531,0.5366833
0.5400038,0.5259852,0.5344657
0.5407693,0.4996395,0.5249169
0.5276012,0.5027993,0.5192965
0.737321,0.499341,0.3525753
0.7244706,0.4734836,0.3792826
0.7418123,0.4808106,0.3458882
0.73804,0.4816754,0.3907263
0.7544299,0.4882229,0.3568199
0.7094373,0.4988487,0.3605058
0.7367684,0.4953744,0.3961125
0.7203504,0.506228,0.37047
0.7233931,0.478957,0.3821276
0.7442305,0.5089927,0.3862538
0.7271292,0.5189496,0.3609383
0.7290709,0.4909795,0.3731421
0.7354208,0.5244146,0.3721292
0.7372199,0.4959056,0.3844743
0.7430637,0.5290799,0.3834631
0.7278475,0.5343697,0.3791674
0.7404107,0.5061715,0.3767664
0.7350791,0.5388721,0.3909171
0.7473304,0.5104701,0.3885606
0.7178423,0.5191441,0.378979
0.7132735,0.5243062,0.3600057
0.7353066,0.5228744,0.3762538
0.7193648,0.5273387,0.3724063
0.7200698,0.4979777,0.3852504
0.7251955,0.5302069,0.3847266
0.7101029,0.5342452,0.3800497
0.7218792,0.5048469,0.3780656
0.7297279,0.5327381,0.3982799
0.7275363,0.5071765,0.3910041
0.7113864,0.5111372,0.3874906
0.7164813,0.5428382,0.3873678
0.7169496,0.5129357,0.4005907
0.7218545,0.5447406,0.4005462
0.7042066,0.5153311,0.4280809
0.6878747,0.5192834,0.4247994
0.6926864,0.5509322,0.4247654
0.6930082,0.5209422,0.4382041
0.6740007,0.5288251,0.4143714
0.6576277,0.5324392,0.411101
0.6791253,0.5302074,0.4279848
0.6628208,0.5338332,0.4247608
0.6742945,0.503966,0.4231356
0.6678592,0.5349676,0.4381061
0.662518,0.5388597,0.4196873
0.6840631,0.5363057,0.4363671
0.6677258,0.5398896,0.4330096
0.6655517,0.5136487,0.4257509
0.6732666,0.5406937,0.4462883
0.6571998,0.5442653,0.4428098
0.6551808,0.5181849,0.4353789
0.6743807,0.5458139,0.4409635
0.6613318,0.5192836,0.4488618
0.6567451,0.5232348,0.4305011
0.6677922,0.520471,0.4622945
0.6632312,0.5246341,0.4439535
0.6474048,0.5283225,0.440394
0.6694127,0.5258396,0.4569202
0.653537,0.5290357,0.4532067
0.6515988,0.5027762,0.4456292
0.6598927,0.5301296,0.4660385
0.6290133,0.5044404,0.4880732
0.6246478,0.5086706,0.4696683
0.6328845,0.5361939,0.4901597
0.6311674,0.5102422,0.4829358
0.6155904,0.5138864,0.479522
0.6376758,0.511602,0.4962296
0.6218078,0.515372,0.4927688
0.6031674,0.5232688,0.4688451
0.627998,0.5169588,0.5060966
0.6230797,0.5212984,0.4877138
0.6098893,0.4951923,0.4955908
0.6288415,0.5231119,0.5012599
0.6098949,0.5312902,0.4773191
0.6108136,0.5012962,0.4908045
0.6157162,0.5331852,0.4909025
0.6161617,0.5032706,0.5044186
0.5997601,0.5073204,0.5011779
0.6044016,0.5392501,0.5014542
0.6157402,0.50986,0.5000194
0.6092818,0.5415444,0.5152124
0.6205707,0.5122746,0.5137866
0.5899956,0.5201628,0.5049592
0.5843801,0.5246627,0.4867668
0.6084061,0.5184771,0.524015
0.5889617,0.5266639,0.5002257
0.5724267,0.5307097,0.4970479
0.5939311,0.5288907,0.5139323
0.5775142,0.5328638,0.5108466
0.5697293,0.5309854,0.5570253
0.5647026,0.5353018,0.5389226
0.548397,0.5392693,0.5358314
0.5699472,0.537165,0.5529512
0.553682,0.5408951,0.5498194
0.5514585,0.5147545,0.5429353
0.5592428,0.5419521,0.5638664
0.557089,0.5158386,0.5568314
0.5406964,0.5194795,0.553603
0.5593594,0.5469911,0.5594335
0.5460305,0.5200753,0.5674015
0.5407395,0.5239192,0.5491955
0.5621707,0.5214937,0.5661141
0.5457683,0.5247599,0.5627723
0.5432625,0.4984151,0.5553848
0.5504908,0.5253339,0.5757649
0.5339094,0.5286582,0.5721692
0.5312569,0.5023229,0.5648175
0.5496525,0.5297803,0.5703209
0.5358037,0.5029106,0.5780537
0.5303507,0.5064358,0.5596066
0.523814,0.5371421,0.574489
0.535144,0.5070207,0.572742
0.5186758,0.5103202,0.5690379
0.5401375,0.5078178,0.5854626
0.5237452,0.5111528,0.5816369
0.5049714,0.5184583,0.5574485
0.5297603,0.5113176,0.5944614
0.4820555,0.5183736,0.5992605
0.4944086,0.487755,0.5972437
0.5037693,0.5145834,0.6164886
0.4852092,0.5202282,0.5924808
0.4872626,0.4881458,0.6049257
0.4939126,0.5177443,0.603903
0.4939013,0.5167222,0.6043152
0.493922,0.4883981,0.5956828
0.5041127,0.5131982,0.6145931
0.5048739,0.4847995,0.6056221
0.4917268,0.4864913,0.6001148
0.5002329,0.5161145,0.5979234
0.5044765,0.4843128,0.6087802
0.4891904,0.490702,0.5821536
0.5175038,0.4828221,0.6165957
0.5163621,0.4855967,0.5953991
0.4902616,0.4917831,0.583488
0.5299417,0.4846884,0.6027765
0.5152113,0.4915731,0.5754866
0.5200175,0.4604011,0.585569
0.5289889,0.4909994,0.5821637
0.5171618,0.4937534,0.5751222
0.5221705,0.4628685,0.5847393
0.5316311,0.493824,0.5810109
0.51864,0.4632462,0.6049351
0.5461037,0.4933608,0.5868803
0.5162412,0.4966401,0.5939032
0.5367622,0.4695654,0.5684342
0.5310992,0.4964698,0.5992596
0.5363083,0.466025,0.6084755
0.5219752,0.4736498,0.5802975
0.5104749,0.4771517,0.5726655
0.5369255,0.4746264,0.5852349
0.5255283,0.4780689,0.5776111
0.5520965,0.4758663,0.5899878
0.551814,0.4801036,0.5669933
0.540404,0.4837899,0.5589673
0.5668391,0.481544,0.571045
0.555504,0.4851893,0.5630949
0.5581118,0.4591877,0.5510948
0.5705971,0.4866751,0.5668556
0.5731001,0.4608193,0.5546593
0.5615509,0.4648474,0.5462652
0.5850065,0.4929462,0.5466793
0.5764238,0.4669089,0.5492862
0.5760506,0.4712671,0.5257863
0.6023787,0.4694941,0.5372711
0.5907365,0.473361,0.5286869
0.5932152,0.4474405,0.516232
0.6056265,0.47506,0.5315417
0.5942873,0.4790188,0.5229781
0.5969465,0.4533148,0.5104883
0.5913311,0.4815274,0.5399816
0.5952771,0.4892806,0.4965031
0.5825718,0.4598837,0.5188739
0.6104496,0.4912992,0.499214
0.5977336,0.461824,0.5214596
0.5866076,0.4656664,0.5128976
0.5967532,0.4975479,0.507813
0.6025745,0.4674227,0.5161183
0.5885448,0.4751807,0.4871548
0.6179522,0.4685178,0.5195296
0.603935,0.4764544,0.4906819
0.6037853,0.4807753,0.4674181
0.633322,0.4742772,0.4999513
0.6191362,0.4819729,0.4712174
0.6246456,0.4517017,0.4798671
0.6344305,0.4832003,0.4751431
0.6232116,0.4866895,0.4672707
0.6498387,0.4841109,0.4794557
0.6383774,0.487481,0.4714223
0.65463,0.4575352,0.4652041
0.6530175,0.4884776,0.4756524
0.6527259,0.4925748,0.4528565
0.6550981,0.4665184,0.4413024
0.6676313,0.4935667,0.4577235
0.6702669,0.4672125,0.4464824
0.6587623,0.4704269,0.4389684
0.6472175,0.4734597,0.4315278
0.6734943,0.4706903,0.4441968
0.6438357,0.4743903,0.4508803
0.6883392,0.4712634,0.4490209
0.6586274,0.4747868,0.4554886
0.6790504,0.4480624,0.4297181
0.6733316,0.4754606,0.4602987
0.6618242,0.4786185,0.4527805
0.6643491,0.4521863,0.441542
0.6769839,0.4792114,0.4578511
0.6795957,0.4529105,0.4465926
0.6682171,0.4563004,0.4391554
0.6780119,0.4876291,0.4349892
0.6943978,0.4575845,0.4291907
0.6817589,0.4611807,0.4226294
0.6704467,0.4645924,0.4151178
0.6970069,0.4622417,0.4277479
0.6856264,0.4658638,0.4202543
0.7122735,0.4634557,0.4328291
0.7120294,0.4676197,0.410106
0.7007741,0.4712254,0.4022754
0.7271779,0.4688559,0.4146409
0.7156324,0.4726852,0.4068524
0.718281,0.4468875,0.3955708
0.730811,0.4745425,0.4118198
0.7332118,0.4488322,0.4003908
0.7215867,0.4525769,0.3928559
0.7448689,0.4802092,0.3943846
0.7360541,0.4537404,0.3981986
0.7352881,0.4580544,0.3757532
0.7322958,0.4561289,0.4177285
0.7497485,0.4603707,0.3811994
0.7057317,0.4686092,0.3825851
0.7344308,0.4623461,0.4161352
0.7514772,0.4664908,0.379726
0.724085,0.4411063,0.3980612
0.7469153,0.4696027,0.3999943
0.7207902,0.4777096,0.3872018
0.7362894,0.4486203,0.3816784
0.7476063,0.4764944,0.3984287
0.7489302,0.4511819,0.3873523
0.7361668,0.4557102,0.3801017
0.7443796,0.4881769,0.3761975
0.7480095,0.4588937,0.3855512
0.7321277,0.4677093,0.3577647
0.7425931,0.4960346,0.37436
0.7429265,0.4708052,0.3631676
0.7402132,0.4758405,0.3408447
0.766966,0.4705167,0.3739164
0.749795,0.479484,0.345521
0.7353361,0.4841419,0.3376469
0.7585575,0.4826905,0.349862
0.743571,0.4871175,0.3419114
0.7663319,0.4859087,0.3540965
0.7511227,0.4906079,0.3462428
0.746729,0.4955714,0.3233459
0.7578637,0.4940242,0.3505409
0.7533733,0.4990009,0.327684
0.7223826,0.4736963,0.3452591
0.7305551,0.5019802,0.3614183
0.7286724,0.4767877,0.3499824
0.712646,0.4813354,0.3423842
0.7257658,0.4855543,0.3057938
0.7182713,0.4833447,0.348125
0.7132096,0.4872482,0.3264189
0.7235621,0.4845081,0.3550238
0.7184315,0.4883393,0.333612
0.7048631,0.461586,0.3387958
0.723651,0.4887925,0.3421531
0.7073069,0.4920631,0.3366631
0.7050868,0.4661166,0.3277238
0.7126641,0.4937521,0.3465866
0.7104828,0.4677902,0.3381089
0.6942613,0.4716722,0.3336343
0.6990702,0.5035283,0.3326002
0.7106413,0.4742518,0.3299863
0.6941423,0.4785935,0.3255607
0.7156714,0.4769033,0.3415782
0.6993004,0.480979,0.3376489
0.6800926,0.4892515,0.3133542
0.7043011,0.4833142,0.3503419
0.6850149,0.4916576,0.3261489
0.6853368,0.4621835,0.3393758
0.703899,0.4905446,0.3448387
0.6735737,0.49839,0.3359259
0.6849589,0.4688742,0.3343852
0.6604631,0.5006873,0.3638218
0.6610332,0.4707794,0.3773531
0.6660559,0.5026584,0.3776892
0.6499448,0.5066043,0.3745017
0.6798032,0.47641,0.3591975
0.6316602,0.4841153,0.3651227
0.667096,0.4780248,0.3879437
0.6368793,0.485513,0.3795293
0.631708,0.489336,0.361669
0.6421668,0.4864341,0.393927
0.6369412,0.4903044,0.3764585
0.6205778,0.493542,0.3740364
0.6420592,0.4904847,0.391835
0.6255478,0.4932854,0.389553
0.6467195,0.4902605,0.4074464
0.6300452,0.4930608,0.4052097
0.6272253,0.4665707,0.3990258
0.64548,0.4939433,0.4054694
0.6286675,0.4973717,0.4029185
0.6258775,0.4710576,0.3965411
0.634527,0.4982719,0.4164214
0.6304051,0.4715277,0.4115829
0.6290779,0.4713839,0.4130611
0.6096404,0.4790587,0.3899801
0.6338602,0.4725148,0.4282859
0.6145421,0.4802014,0.4052369
0.5978117,0.4837511,0.4026578
0.6193331,0.4813002,0.4202078
0.6027812,0.4849201,0.4173813
0.5947511,0.4828969,0.4638357
0.6072891,0.4868206,0.4317343
0.5726669,0.4910749,0.443164
0.6120753,0.4886982,0.4460425
0.5774367,0.492877,0.4571049
0.5746872,0.4668252,0.4503301
0.5820687,0.4940788,0.4713121
0.579414,0.4683233,0.4644569
0.562785,0.4725084,0.4612752
0.5461003,0.4765872,0.4579342
0.5674276,0.474522,0.4747162
0.5617628,0.478718,0.4562489
0.5715552,0.4762456,0.487902
0.566068,0.4802971,0.4698059
0.5351999,0.487888,0.4606769
0.5698429,0.4821078,0.4829762
0.5528281,0.4861864,0.4799001
0.5498788,0.4604276,0.4731216
0.5568652,0.4880948,0.4942321
0.5372781,0.4963521,0.4708883
0.5371341,0.4662756,0.4849714
0.5411981,0.4983074,0.4858364
0.5520847,0.4688443,0.4853212
0.5352473,0.472741,0.4830739
0.5393894,0.5044502,0.4842145
0.5392445,0.4742558,0.498848
0.490416,0.482108,0.5053723
0.5432749,0.4757413,0.5144089
0.4944863,0.4837675,0.520762
0.5068547,0.4877099,0.4892339
0.5125563,0.4818054,0.5417773
0.5111254,0.4895875,0.5044659
0.4928406,0.4601746,0.5327077
0.4969998,0.4922822,0.533278
0.4800081,0.4966093,0.5301862
0.5010315,0.494988,0.5469888
0.4841181,0.4996211,0.5435219
0.484168,0.470219,0.5565977
0.4885102,0.5023412,0.5562322
0.4828597,0.5068229,0.537574
0.4689899,0.4808697,0.5449641
0.4634821,0.4854629,0.5260832
0.4737145,0.4829041,0.5574322
0.4684359,0.4866828,0.5390469
0.4521961,0.489882,0.5353872
0.4737917,0.4871363,0.5516875
0.458035,0.490016,0.5478029
0.4804015,0.4865525,0.5639243
0.4652011,0.4886565,0.5600676
0.4644748,0.4608741,0.5524474
0.4852598,0.48679,0.5574495
0.4714235,0.4882734,0.5534126
0.4717645,0.4599876,0.545543
0.4827251,0.4848935,0.5654348
0.4548901,0.4564439,0.5863943
0.471538,0.4577475,0.5523045
0.4679717,0.4530916,0.5965405
0.4849905,0.4545768,0.5618285
0.4549263,0.4564616,0.570225
0.4992051,0.4515448,0.5700471
0.4695621,0.4537152,0.5779591
0.4718746,0.4264654,0.5673701
0.4842633,0.4526346,0.5844771
0.4700635,0.4593418,0.5568593
0.4753709,0.4283125,0.5663251
0.4876134,0.4548764,0.58284
0.4733217,0.4618615,0.5548073
0.4895124,0.4314913,0.5490219
0.4878998,0.4621257,0.5598504
0.5041252,0.4318358,0.5539595
0.4785636,0.4388799,0.5404865
0.5020176,0.4660895,0.5418564
0.5072721,0.4353737,0.5507839
0.4931251,0.4427435,0.5225161
0.5224793,0.4357973,0.5554669
0.5083077,0.4434717,0.5268272
0.4969753,0.4469769,0.5186644
0.5235789,0.4446263,0.5306883
0.5233499,0.4488261,0.5075653
0.5290353,0.4186942,0.5162217
0.5390422,0.4502577,0.5115225
0.5278648,0.4539246,0.5032979
0.5255751,0.4515657,0.5445732
0.5439066,0.4550079,0.5073925
0.5177578,0.4287137,0.5247366
0.5192025,0.4285907,0.5235243
0.529426,0.4600756,0.5188525
0.5352325,0.4298767,0.5274853
0.5215494,0.4377893,0.4987912
0.5514378,0.4313258,0.5312531
0.5376718,0.4393155,0.5022994
0.5268198,0.4430808,0.4941024
0.5679892,0.4372525,0.5117723
0.5434783,0.4450189,0.497732
0.5606965,0.4152741,0.4910444
0.5713934,0.4468088,0.486055
0.5607668,0.4505089,0.477536
0.5879616,0.4481921,0.4890225
0.5772015,0.4518192,0.4803024
0.5664164,0.4554115,0.4716246
0.5935692,0.4528147,0.4832306
0.5938771,0.4567594,0.4596197
0.5859211,0.430125,0.462171
0.5862505,0.4338748,0.4386089
0.6021717,0.4309094,0.4650099
0.6023459,0.4346848,0.4414569
0.5913377,0.4379389,0.4328797
0.6182367,0.4353538,0.4443083
0.6069278,0.4388094,0.4353881
0.6335105,0.436073,0.4466737
0.6222738,0.4392096,0.4379624
0.6251082,0.4127117,0.4255781
0.6197399,0.4398513,0.4552641
0.6086852,0.4427401,0.4467613
0.6116034,0.4160534,0.4345521
0.6242298,0.4428693,0.4499368
0.6268916,0.4164669,0.4375448
0.6158465,0.4197411,0.4289227
0.6257836,0.4508625,0.4236495
0.6315471,0.4202295,0.4313091
0.6315049,0.4238175,0.4071677
0.6470288,0.4208212,0.4329526
0.6470382,0.4244486,0.4088987
0.6333219,0.4319697,0.3791032
0.6627433,0.425426,0.4102532
0.6488485,0.4331802,0.3800991
0.6546631,0.403004,0.3872988
0.6676722,0.4303426,0.4017197
0.6539902,0.4382057,0.3716393
0.6711622,0.4085407,0.3638431
0.67015,0.4400874,0.3723771
0.686912,0.4106026,0.3644953
0.6621876,0.4180241,0.3494582
0.6863375,0.4461638,0.3489765
0.6922271,0.4165185,0.3561458
0.6786854,0.4249876,0.3259589
0.691955,0.4529393,0.3404469
0.6954385,0.4272141,0.3274481
0.6850156,0.4310923,0.3183301
0.7126222,0.4288443,0.32968
0.6841117,0.4331315,0.3349894
0.6735272,0.4370963,0.3261571
0.7008399,0.4352113,0.3375937
0.69042,0.4390783,0.3292918
0.7180014,0.4368084,0.341247
0.7075348,0.4407206,0.3330226
0.7111216,0.4149743,0.3213055
0.7245458,0.4426146,0.3375074
0.7249064,0.4471002,0.3149163
0.7168684,0.420907,0.3184662
0.7171634,0.4252801,0.2964142
0.7443918,0.4235119,0.3096802
0.7333232,0.4279545,0.3027342
0.7597183,0.4262148,0.3161314
0.7480957,0.4303422,0.309574
0.7361134,0.4341802,0.3032692
0.761703,0.4317641,0.3172884
0.750038,0.4095429,0.301311
0.2367003,0.3029498,0.103229
0.2426388,0.3181427,0.1181059
0.2375253,0.3020017,0.1083095
0.2462721,0.3150913,0.1292563
0.256054,0.3261478,0.1538779
0.254357,0.3446054,0.1550047
0.2464636,0.3075273,0.1894371
0.2615469,0.313744,0.234652
0.2496426,0.3095144,0.2279289
0.2585351,0.2661778,0.2693205
0.2820425,0.2563806,0.2565698
0.2394686,0.2420031,0.2787226
0.2673104,0.1966695,0.3090358
0.2257167,0.1821382,0.2814864
0.2550636,0.137978,0.3014136
0.2149218,0.1243785,0.2630527
0.2457821,0.1238167,0.2730827
0.2289329,0.0750749,0.269202
0.2297236,0.07077871,0.2175607
0.2171245,0.08268572,0.2196408
0.2176602,0.09189691,0.1662536
0.2058511,0.07765275,0.1679393
0.2072449,0.09931498,0.1582092
0.1966105,0.09434173,0.1214219
0.1995028,0.1235078,0.1160286
0.1848716,0.1581605,0.07645971
0.195622,0.1577119,0.09241471
0.1845906,0.1897782,0.1052039
0.1808026,0.2283949,0.0920459
0.1895953,0.2132576,0.1091022
0.1864993,0.2483307,0.1014282
0.1956619,0.2697025,0.1232635
0.2046258,0.2472338,0.1460675
0.201368,0.2727728,0.1421205
0.192138,0.2864588,0.1685756
0.207242,0.2611999,0.1635961
0.1977032,0.2676885,0.1909655
0.2117308,0.2764661,0.1863636
0.2417691,0.2328249,0.2134784
0.2064617,0.2258684,0.2377868
0.2392844,0.2260279,0.2300574
0.200382,0.1723093,0.2461152
0.2295305,0.1702945,0.2278075
0.1852553,0.1573176,0.2299498
