x,y,z,color
0.6302642,0.511722,0.4256002,0
0.8348315,0.4575666,0.5338203,0
0.5629929,0.3185994,0.4482436,0
0.6668432,0.5155078,0.4412327,0
0.616722,0.2271603,0.497984,0
0.7501773,0.3870605,0.5146879,0
0.6356308,0.5060221,0.4296206,0
0.7461559,0.1241022,0.5854487,0
0.6993589,0.1956751,0.5443531,0
0.7548751,0.1404429,0.5849129,0
0.775411,0.3224986,0.5440164,0
0.5182341,0.2503631,0.4466743,0
0.6871215,0.1842501,0.5419279,0
0.5516256,0.2526435,0.4612691,0
0.700287,0.4233443,0.4819244,0
0.627606,0.2044443,0.5092176,0
0.7302689,0.3799034,0.5075868,0
0.7336191,0.2957067,0.5323582,0
0.5485056,0.2476245,0.4612322,0
0.5504553,0.4914831,0.3947997,0
0.5870937,0.1897053,0.4948155,0
0.633014,0.4707483,0.4381654,0
0.7907459,0.3346035,0.5476663,0
0.6055387,0.3946373,0.4466502,0
0.5572084,0.2528127,0.4637679,0
0.5293746,0.4004738,0.4103129,0
0.5925083,0.4472585,0.4261822,0
0.5949097,0.5220277,0.4066357,0
0.7585937,0.1892661,0.5731299,0
0.5650795,0.4845818,0.4033727,0
0.6256034,0.3182188,0.4768951,0
0.7500733,0.1718395,0.574056,0
0.5583904,0.1943723,0.4804403,0
0.7983536,0.4503732,0.5191745,0
0.5241348,0.3017531,0.4351774,0
0.7223146,0.2602751,0.5369855,0
0.741982,0.3559575,0.5195379,0
0.6950848,0.4362068,0.4760016,0
0.5695445,0.1845877,0.488227,0
0.7382295,0.4274485,0.4980907,0
0.6664988,0.1447936,0.5434179,0
0.7492216,0.3082359,0.536013,0
0.774624,0.2430871,0.5655804,0
0.6662288,0.5167796,0.4406014,0
0.5575036,0.4858813,0.3995598,0
0.599453,0.2664415,0.4792662,0
0.6354601,0.2564299,0.498447,0
0.7630787,0.3486284,0.53118,0
0.5577758,0.5208003,0.3900438,0
0.6525478,0.2009083,0.5215657,0
0.5188959,0.2221081,0.4547763,0
0.7308526,0.4789775,0.4805017,0
0.6815788,0.4120718,0.4765065,0
0.480475,0.2381953,0.4328176,0
0.7168406,0.3299905,0.5152436,0
0.7133449,0.310728,0.5189677,0
0.6897195,0.4760226,0.4625634,0
0.6311542,0.334915,0.4748167,0
0.5827305,0.4282335,0.4269763,0
0.5755518,0.377069,0.4378282,0
0.6373665,0.5080217,0.4298599,0
0.8015966,0.3981454,0.5350716,0
0.761834,0.3547367,0.5289261,0
0.646415,0.4877495,0.4395819,0
0.598269,0.2642779,0.4793237,0
0.5475745,0.233042,0.4648335,0
0.7831609,0.3756546,0.5328751,0
0.6716914,0.2444698,0.5182679,0
0.7347043,0.3387412,0.5209725,0
0.5136845,0.2740203,0.4380689,0
0.6783271,0.4178492,0.4734291,0
0.758348,0.2323446,0.561125,0
0.6054544,0.3802859,0.4505736,0
0.515416,0.2919841,0.4338992,0
0.7935048,0.4410117,0.5195483,0
0.5785071,0.1884077,0.4912588,0
0.5341711,0.2864102,0.4439891,0
0.6609112,0.2370684,0.5153961,0
0.7167867,0.363315,0.5060192,0
0.5642503,0.4233043,0.4199112,0
0.8171077,0.3914433,0.5439939,0
0.7928234,0.3691858,0.5390664,0
0.7290772,0.396716,0.5024019,0
0.6269953,0.4633571,0.4374616,0
0.7445917,0.2814577,0.5412948,0
0.7484406,0.4144773,0.5063271,0
0.6417547,0.3756585,0.4684018,0
0.6658561,0.4424821,0.4609427,0
0.6803889,0.3225967,0.5006652,0
0.5646538,0.2457823,0.4691033,0
0.6076712,0.3340282,0.4643548,0
0.7074476,0.3256888,0.5121486,0
0.5319597,0.2886617,0.4423592,0
0.7064653,0.4388789,0.4804525,0
0.5320435,0.3331984,0.4301024,0
0.65026,0.3948809,0.4669729,0
0.601016,0.4775611,0.4216956,0
0.5272742,0.4263018,0.4022251,0
0.526863,0.239599,0.4535802,0
0.5157647,0.3725746,0.4118098,0
0.6597772,0.2672753,0.5065401,0
0.5083585,0.3256919,0.4213758,0
0.6717941,0.5016642,0.4473117,0
0.5541729,0.2227,0.4706968,0
0.7670392,0.1870734,0.5775858,0
0.7354476,0.2413724,0.548192,0
0.5827462,0.457305,0.4189577,0
0.5767573,0.1865322,0.4909787,0
0.6323844,0.3083709,0.4827054,0
0.6132171,0.3123514,0.4728674,0
0.5823564,0.3614915,0.4452311,0
0.7073427,0.292367,0.5212999,0
0.7279769,0.2924908,0.5306735,0
0.6071029,0.5104022,0.4154045,0
0.6619379,0.1962524,0.5271323,0
0.5308694,0.3151417,0.4345519,0
0.5332246,0.3284118,0.4319623,0
0.5793226,0.3771957,0.4395123,0
0.5472817,0.4711241,0.3989731,0
0.7794824,0.2924034,0.5541809,0
0.5344045,0.4430006,0.4008659,0
0.6417896,0.3489187,0.4757997,0
0.6556158,0.3233719,0.4891561,0
0.6307358,0.4693503,0.4375125,0
0.5371031,0.3558898,0.4261449,0
0.6305659,0.4929535,0.4309191,0
0.5214288,0.3592121,0.4180812,0
0.7226353,0.2299059,0.5455156,0
0.607749,0.2719566,0.4815261,0
0.7919806,0.270145,0.5660239,0
0.7758238,0.2005378,0.5778738,0
0.7653431,0.4129035,0.5144681,0
0.6250218,0.2912934,0.4840631,0
0.8044429,0.4208235,0.5301086,0
0.5869969,0.3441162,0.4521436,0
0.532839,0.3577298,0.4236927,0
0.7917822,0.3787467,0.5359521,0
0.6704834,0.2833874,0.5069733,0
0.5533035,0.4651351,0.4033721,0
0.633253,0.1960554,0.5141082,0
0.4827676,0.2135991,0.4406532,0
0.5603151,0.5138006,0.393134,0
0.6550983,0.3375048,0.4850187,0
0.6690335,0.3322023,0.4928361,0
0.7041001,0.4788485,0.4683399,0
0.6040075,0.4102943,0.4416297,0
0.5437567,0.4385386,0.4063618,0
0.6911044,0.2303123,0.5310275,0
0.7539086,0.2737446,0.547672,0
0.5160049,0.2945153,0.4334689,0
0.685524,0.4475076,0.4685226,0
0.8052191,0.3573382,0.5479888,0
0.7566372,0.2644959,0.5514693,0
0.5848709,0.4263781,0.4284645,0
0.5944198,0.2397382,0.4843433,0
0.6440354,0.1639231,0.5278949,0
0.6572796,0.4295707,0.4605968,0
0.7301778,0.2629345,0.5398363,0
0.6709971,0.2898118,0.505434,0
0.7895879,0.4499588,0.5152923,0
0.6043729,0.208399,0.4975331,0
0.6646072,0.2660661,0.5090759,0
0.5764283,0.3626965,0.4421955,0
0.7972766,0.3314793,0.5515063,0
0.6610227,0.156171,0.5377802,0
0.5580135,0.3380826,0.4405946,0
0.6222717,0.3951421,0.45414,0
0.7104595,0.5065418,0.4635941,0
0.6265749,0.5056033,0.4256072,0
0.7281314,0.3659816,0.5104554,0
0.550775,0.2026205,0.4746909,0
0.5765207,0.1973728,0.4878782,0
0.5948467,0.4913186,0.4150847,0
0.5783873,0.4698503,0.413507,0
0.6507534,0.1512326,0.5344613,0
0.7720071,0.4155811,0.5167673,0
0.6962753,0.3846518,0.490777,0
0.6947706,0.4987005,0.4586058,0
0.7919787,0.4602795,0.5135332,0
0.5846508,0.3763919,0.4421637,0
0.5859458,0.2430913,0.479554,0
0.6486225,0.3607777,0.4756413,0
0.6895995,0.4454785,0.4709411,0
0.7566877,0.4877866,0.489849,0
0.8046755,0.4867888,0.5120039,0
0.680604,0.1787372,0.5404782,0
0.7626383,0.4212762,0.5109234,0
0.7874168,0.2648967,0.565392,0
0.5617672,0.4073593,0.423181,0
0.4958409,0.2029841,0.4495443,0
0.7301151,0.4909009,0.4768736,0
0.7236572,0.2597449,0.537744,0
0.5900334,0.4601656,0.4214906,0
0.6931515,0.2422568,0.5286632,0
0.6007472,0.2595685,0.4817538,0
0.6072249,0.3994987,0.4460769,0
0.7568815,0.297093,0.5425817,0
0.7671629,0.4913278,0.4936473,0
0.7269412,0.1409814,0.5720281,0
0.7895766,0.2603204,0.5676403,0
0.5910686,0.4963511,0.4119729,0
0.6287288,0.3041137,0.482214,0
0.6820672,0.1861871,0.5390885,0
0.6772426,0.2943611,0.5070257,0
0.780165,0.2795575,0.5580385,0
0.7751294,0.3653521,0.5320573,0
0.6484937,0.4415053,0.4532963,0
0.6002622,0.3067558,0.4685057,0
0.6218473,0.4503089,0.4387168,0
0.5664892,0.5180159,0.3947852,0
0.5631507,0.4208654,0.4200833,0
0.57607,0.3655588,0.441242,0
0.6278607,0.2880085,0.4862644,0
0.833102,0.471921,0.5290689,0
0.6940926,0.4752841,0.4647611,0
0.7588219,0.1714075,0.5781641,0
0.5676999,0.4996737,0.4004009,0
0.6032224,0.4742068,0.4236276,0
0.5049505,0.1779267,0.4606152,0
0.7190058,0.2931995,0.5263878,0
0.78816,0.4893364,0.5037704,0
0.7670272,0.3827538,0.5235593,0
0.4956599,0.2648116,0.4323931,0
0.7330191,0.4857093,0.479631,0
0.6902422,0.3365021,0.5013189,0
0.6745895,0.4575304,0.4607702,0
0.7513532,0.370241,0.5198673,0
0.5221344,0.3434277,0.4227605,0
0.6564101,0.1879017,0.5269173,0
0.6507463,0.4601599,0.4491732,0
0.7413474,0.4560424,0.4916183,0
0.6868201,0.4721434,0.4623124,0
0.52839,0.2740935,0.4447537,0
0.7203821,0.3325198,0.5161601,0
0.7658821,0.156606,0.5854692,0
0.6941001,0.1365619,0.5582748,0
0.7865578,0.458124,0.5116566,0
0.6374173,0.3736213,0.4669866,0
0.6831962,0.4057223,0.4789968,0
0.5369667,0.3691184,0.4224307,0
0.6914863,0.2319874,0.530739,0
0.7702688,0.327409,0.5403161,0
0.5783308,0.2923466,0.4624842,0
0.8057251,0.4706484,0.5169381,0
0.47367,0.2426772,0.4284778,0
0.6413655,0.2990637,0.4893696,0
0.7572885,0.1321373,0.5883061,0
0.6639168,0.252115,0.5126126,0
0.5492641,0.4432323,0.4075769,0
0.7982248,0.359559,0.5441868,0
0.687252,0.3905593,0.485032,0
0.7219249,0.2462427,0.5406817,0
0.6044133,0.3314025,0.463594,0
0.6306152,0.4202506,0.4510125,0
0.5651727,0.3413975,0.4429436,0
0.6693877,0.3061294,0.5001954,0
0.629719,0.4656689,0.4380654,0
0.5064886,0.3585873,0.4114419,0
0.6794929,0.3314044,0.4978252,0
0.5758941,0.3366048,0.4491551,0
0.5150886,0.3146044,0.4275052,0
0.6172574,0.465196,0.4325143,0
0.4609966,0.1839595,0.4389096,0
0.7021587,0.2983879,0.5172741,0
0.7494363,0.4475347,0.4976551,0
0.6544758,0.351455,0.4808835,0
0.5709105,0.2398931,0.4735817,0
0.6985836,0.394296,0.4891668,0
0.5965684,0.1657702,0.505743,0
0.7674365,0.2850166,0.550728,0
0.5481012,0.3463598,0.4337904,0
0.618767,0.4001638,0.4511558,0
0.5350949,0.1706098,0.476379,0
0.6440477,0.3926467,0.4647574,0
0.6168253,0.4532478,0.4356157,0
0.5871575,0.31134,0.4612651,0
0.6320398,0.2808972,0.490133,0
0.7538035,0.4567287,0.4971081,0
0.716364,0.2256627,0.5438277,0
0.5144604,0.220015,0.4533318,0
0.6645966,0.4679919,0.453326,0
0.7015449,0.4260905,0.4817397,0
0.7910582,0.4137656,0.5259547,0
0.7540958,0.2025023,0.567425,0
0.7032152,0.1834731,0.54948,0
0.6860567,0.2429987,0.5252238,0
0.666649,0.3909045,0.4755431,0
0.760418,0.2490877,0.5574468,0
0.5755034,0.3436626,0.4470284,0
0.7360527,0.4154364,0.5004143,0
0.6748665,0.4193424,0.471439,0
0.6280398,0.5240695,0.4211772,0
0.6236176,0.4344675,0.4438972,0
0.6900999,0.4085058,0.4813761,0
0.6888641,0.4033511,0.4822357,0
0.6533868,0.3882867,0.470219,0
0.5587915,0.1908961,0.4815829,0
0.6730331,0.3625117,0.4862921,0
0.6918625,0.2010136,0.5394616,0
0.5266874,0.3103297,0.4339736,0
0.6788533,0.4949471,0.4523846,0
0.7511222,0.4284389,0.5036954,0
0.7704288,0.43106,0.5117744,0
0.6814115,0.2021012,0.5343964,0
0.7383097,0.4562673,0.4901712,0
0.7015298,0.4739058,0.4685326,0
0.5512174,0.508424,0.3904704,0
0.6610664,0.4517298,0.4562059,0
0.7630797,0.4422235,0.5053418,0
0.4799708,0.1955399,0.4443636,0
0.5840688,0.4880994,0.4110594,0
0.816988,0.4517455,0.5272919,0
0.6189913,0.4449825,0.438885,0
0.6925746,0.2434725,0.5280648,0
0.6891951,0.4540275,0.4683964,0
0.623421,0.4814359,0.430841,0
0.6504393,0.1877617,0.5242336,0
0.814544,0.4841143,0.5172415,0
0.6609103,0.2553517,0.5103483,0
0.6524494,0.2757076,0.5008711,0
0.6504418,0.3660076,0.4750268,0
0.7912557,0.4648731,0.5119355,0
0.5751881,0.3704945,0.4394773,0
0.8276795,0.425962,0.5392843,0
0.5396137,0.2340731,0.4609192,0
0.6080058,0.3173002,0.4691254,0
0.753526,0.4293898,0.504529,0
0.536206,0.3365053,0.4310873,0
0.7349499,0.2046011,0.5581162,0
0.632901,0.2326137,0.5038551,0
0.7853092,0.3388088,0.5440265,0
0.7422708,0.4401406,0.4964294,0
0.6116291,0.4100383,0.4451753,0
0.7968767,0.3482587,0.5466915,0
0.7663137,0.3398635,0.5350745,0
0.7354751,0.4190972,0.4991403,0
0.5491017,0.3911832,0.421872,0
0.7230191,0.360515,0.509634,0
0.7329718,0.1241664,0.5794199,0
0.7185192,0.4767705,0.4754877,0
0.8304696,0.4762613,0.5266706,0
0.6742321,0.4558073,0.4610829,0
0.7759557,0.3275042,0.5428827,0
0.6342368,0.3982318,0.4587423,0
0.6407211,0.3484662,0.4754374,0
0.7001019,0.2457566,0.5308661,0
0.7321556,0.2376575,0.5477164,0
0.7219987,0.2973315,0.5266115,0
0.5159264,0.2738594,0.4391355,0
0.6177402,0.4837834,0.4276029,0
0.7319379,0.3922249,0.5049462,0
0.6342915,0.5161282,0.4262199,0
0.7204647,0.1900205,0.5555372,0
0.6077856,0.3763794,0.4527152,0
0.6258329,0.2622304,0.4924563,0
0.5808885,0.2139964,0.4852804,0
0.6964715,0.4016699,0.4861683,0
0.5642402,0.2076087,0.4794533,0
0.5734548,0.4246797,0.4237284,0
0.6424888,0.1763459,0.5237603,0
0.7609225,0.345163,0.5311536,0
0.4997331,0.3293126,0.4164436,0
0.6474919,0.3919437,0.4665218,0
0.7414223,0.3764988,0.5136119,0
0.7353364,0.4840758,0.4811386,0
0.5780082,0.1830842,0.4925009,0
0.6926557,0.4123818,0.4814712,0
0.7611645,0.411377,0.5129843,0
0.5111911,0.3305323,0.421331,0
0.7148823,0.5021671,0.4668184,0
0.6762357,0.4648999,0.4594864,0
0.552793,0.2738155,0.4559565,0
0.5523165,0.2486679,0.4626816,0
0.5762833,0.2244216,0.4803026,0
0.6142926,0.4903927,0.4242064,0
0.5925995,0.247754,0.4813004,0
0.7519328,0.4788285,0.490154,0
0.7562481,0.3320431,0.5326443,0
0.5791755,0.4100282,0.4303812,0
0.5933375,0.4552454,0.4243553,0
0.6781342,0.1445595,0.5487875,0
0.704576,0.2005079,0.5453977,0
0.7313785,0.3121447,0.5267985,0
0.6418435,0.253157,0.5022608,0
0.7590297,0.4558765,0.4997261,0
0.6767958,0.2351244,0.5231751,0
0.5817676,0.480578,0.4120867,0
0.7020898,0.2604034,0.5277289,0
0.5545003,0.3845092,0.4261759,0
0.6596284,0.430609,0.461381,0
0.5316545,0.2195503,0.4612994,0
0.779092,0.3566081,0.5362781,0
0.6082197,0.2442566,0.4893877,0
0.5647919,0.3289257,0.446213,0
0.650675,0.4523357,0.4513007,0
0.713712,0.1295823,0.5691435,0
0.7024771,0.37664,0.4958165,0
0.6467862,0.4529693,0.4493527,0
0.6979063,0.5002089,0.4596189,0
0.7053905,0.5028164,0.4623115,0
0.6386501,0.4190968,0.4549945,0
0.7474507,0.311429,0.5343241,0
0.6926765,0.4607296,0.4681334,0
0.6522552,0.285032,0.4982084,0
0.7535331,0.496108,0.4861135,0
0.837675,0.480071,0.528904,0
0.7368938,0.3920295,0.5072597,0
0.5814248,0.295139,0.4631239,0
0.7114868,0.3738255,0.5007012,0
0.5583741,0.2594631,0.4624631,0
0.7349552,0.1978956,0.5599698,0
0.7910552,0.3091581,0.5548319,0
0.6048724,0.4857068,0.421205,0
0.749546,0.3694482,0.5192621,0
0.5808659,0.4228017,0.4276257,0
0.6795219,0.3607443,0.4897386,0
0.5821911,0.3177467,0.457232,0
0.6794143,0.3958738,0.4799914,0
0.7262895,0.1977213,0.5560668,0
0.6819296,0.2521518,0.5208152,0
0.6801928,0.4289418,0.4712173,0
0.6042647,0.2304113,0.4914069,0
0.5517499,0.3827129,0.4254179,0
0.7771392,0.3846923,0.5276347,0
0.6006006,0.5010642,0.4150177,0
0.7577406,0.2995193,0.5423035,0
0.7307537,0.3025832,0.5291533,0
0.7388309,0.4066723,0.5041004,0
0.7576395,0.121502,0.5914023,0
0.7931448,0.2703353,0.5665024,0
0.7137498,0.2812935,0.5272781,0
0.6466289,0.302511,0.4908178,0
0.6827695,0.4859108,0.4566648,0
0.6352863,0.2785673,0.4922563,0
0.8128782,0.4709196,0.5201247,0
0.7430052,0.1785065,0.5689929,0
0.6822296,0.1669744,0.5444667,0
0.6649241,0.4660348,0.4540154,0
0.7177483,0.3675926,0.5052769,0
0.4809231,0.196835,0.4444402,0
0.6132003,0.353205,0.4615816,0
0.5492125,0.2574383,0.4588452,0
0.543615,0.380173,0.4224101,0
0.7493909,0.4782802,0.4891465,0
0.7572834,0.3842386,0.5187067,0
0.7668121,0.277166,0.5526105,0
0.4983225,0.3240613,0.4172502,0
0.7964648,0.4409993,0.5209012,0
0.6069761,0.2965657,0.47438,0
0.7375081,0.4965538,0.4786839,0
0.5819775,0.1911895,0.4920732,0
0.7096727,0.5023978,0.4643795,0
0.731074,0.4716017,0.4826389,0
0.736863,0.4916192,0.4797522,0
0.7154619,0.5224152,0.4614927,0
0.5877666,0.211207,0.4891864,0
0.7432973,0.5165714,0.4757972,0
0.6127653,0.3165832,0.4714932,0
0.802254,0.4610168,0.5180144,0
0.5041116,0.3440788,0.4143635,0
0.7726012,0.2971835,0.5497237,0
0.7630725,0.4042561,0.51582,0
0.7551799,0.4982978,0.4862598,0
0.5494041,0.4001906,0.4195233,0
0.5550014,0.2774559,0.4559584,0
0.6189895,0.3732227,0.4586947,0
0.4867121,0.2168525,0.4415535,0
0.7235373,0.3876101,0.5023899,0
0.6707132,0.4860523,0.4511288,0
0.6880187,0.1869919,0.54158,0
0.7487942,0.1985239,0.5661061,0
0.8186675,0.4909374,0.517238,0
0.6410754,0.2985849,0.4893696,0
0.6885585,0.5059282,0.453778,0
0.652418,0.3225285,0.487931,0
0.719539,0.3013112,0.5243914,0
0.74462,0.4266898,0.5012138,0
0.7365429,0.3226006,0.5262666,0
0.7635297,0.3195368,0.5394168,0
0.6063898,0.5210818,0.412131,0
0.7829283,0.4047098,0.5247478,0
0.557539,0.4027304,0.4225312,0
0.6100539,0.2504289,0.4885201,0
0.6859819,0.4489594,0.4683306,0
0.6877187,0.2721694,0.5179285,0
0.7320785,0.2177389,0.5531802,0
0.6852033,0.4158913,0.4771047,0
0.5879802,0.3377643,0.4543454,0
0.6853111,0.3807618,0.4868519,0
0.5866551,0.4428193,0.4247391,0
0.755335,0.3894658,0.5163755,0
0.6106614,0.5057244,0.4183183,0
0.7968445,0.3291757,0.5519451,0
0.7407444,0.2179131,0.5570832,0
0.5641629,0.2794807,0.4595765,0
0.7172759,0.393843,0.4978145,0
0.5872139,0.3151566,0.4602374,0
0.7426829,0.412047,0.5043729,0
0.8434643,0.5000885,0.5260173,0
0.7593222,0.5161254,0.4832267,0
0.6580443,0.3050495,0.4953216,0
0.6984657,0.4807472,0.4652468,0
0.7532399,0.3314465,0.5314373,0
0.6444392,0.4391143,0.4521075,0
0.7111796,0.5228337,0.4594247,0
0.7036953,0.5202265,0.4567323,0
0.6525753,0.4729868,0.4464661,0
0.708266,0.3966574,0.4929295,0
0.7195011,0.1495998,0.5662566,0
0.6564642,0.4723531,0.4484141,0
0.5705811,0.3489431,0.4433264,0
0.6140087,0.2642741,0.486501,0
0.7848812,0.3766253,0.5333913,0
0.5374435,0.2395679,0.4584128,0
0.6654174,0.4506266,0.4584942,0
0.5602893,0.4045267,0.4232891,0
0.7078788,0.280421,0.524842,0
0.5875567,0.5005956,0.4091998,0
0.6825848,0.2551419,0.5202885,0
0.7648189,0.4758938,0.4968395,0
0.6476326,0.2731746,0.4993742,0
0.7371675,0.3321622,0.5239117,0
0.7103653,0.2205254,0.542511,0
0.6839235,0.164577,0.5459008,0
0.5991265,0.4752627,0.4214686,0
0.5849643,0.4300458,0.4274944,0
0.7620371,0.3520606,0.5297575,0
0.7577218,0.4988459,0.4872674,0
0.5983885,0.2677715,0.4784137,0
0.6200818,0.5104102,0.4213197,0
0.5820723,0.2444391,0.4774159,0
0.5581055,0.2686854,0.4597949,0
0.5585821,0.2938331,0.4530697,0
0.6820249,0.4849172,0.4565996,0
0.7206715,0.5221846,0.4639317,0
0.5169801,0.3505498,0.4184442,0
0.7669535,0.4313946,0.5100976,0
0.6984449,0.4323992,0.4785846,0
0.5837973,0.2031017,0.4896142,0
0.7411255,0.5040933,0.4782519,0
0.7472116,0.3965163,0.5107251,0
0.6532811,0.4119612,0.4636352,0
0.5055222,0.34933,0.413557,0
0.7667117,0.3651805,0.5282668,0
0.6482781,0.1963635,0.5208735,0
0.579244,0.4446972,0.4208416,0
0.5700293,0.2276262,0.4765666,0
0.7022606,0.4216873,0.4832814,0
0.5866776,0.2340141,0.4823935,0
0.631622,0.282248,0.4895695,0
0.6135747,0.3963967,0.4498283,0
0.7262538,0.2100381,0.5526504,0
0.6400807,0.5361457,0.4233332,0
0.737727,0.4122425,0.5020595,0
0.6235293,0.5038009,0.4247163,0
0.5217155,0.2938772,0.4362487,0
0.7277879,0.3173491,0.5237248,0
0.7379445,0.2576749,0.5448297,0
0.7058909,0.2657741,0.5279794,0
0.6465104,0.3684838,0.4725507,0
0.6400259,0.4182494,0.4558557,0
0.7817448,0.3475216,0.5399961,0
0.6800211,0.4758248,0.4581961,0
0.8362588,0.4962788,0.5237839,0
0.7243082,0.496788,0.4726011,0
0.7387609,0.1441837,0.5765331,0
0.7288082,0.3805326,0.506747,0
0.5548907,0.4112007,0.4189853,0
0.7412641,0.4391145,0.4962535,0
0.7721028,0.3598811,0.5321879,0
0.8026658,0.3682764,0.5438048,0
0.6174185,0.4300557,0.4422887,0
0.74806,0.4601582,0.4935426,0
0.7910984,0.3588265,0.5411397,0
0.6386902,0.2526313,0.5009684,0
0.740739,0.2246186,0.5552297,0
0.5419953,0.3565229,0.4282005,0
0.7593152,0.449407,0.5016422,0
0.613795,0.3373177,0.4662387,0
0.5454029,0.2540906,0.4580323,0
0.8334685,0.4459796,0.5363976,0
0.5809771,0.390512,0.4365906,0
0.7970448,0.4848907,0.5090489,0
0.6562308,0.386025,0.4721402,0
0.6582385,0.295725,0.4979843,0
0.6666995,0.275369,0.5074617,0
0.820333,0.5041317,0.5143548,0
0.6562281,0.2077793,0.5213468,0
0.6292101,0.5014535,0.4279542,0
0.6949843,0.474045,0.4655097,0
0.6983638,0.26349,0.525178,0
0.6247804,0.4649999,0.4359984,0
0.822777,0.4717628,0.5244051,0
0.5898579,0.5081168,0.4081727,0
0.48576,0.2155573,0.4414769,0
0.7688689,0.4622411,0.5024551,0
0.6668555,0.4717473,0.4533192,0
0.5570065,0.5284415,0.3875836,0
0.7073188,0.4939234,0.4656458,0
0.7440988,0.4762848,0.4872845,0
0.6872005,0.2221186,0.5315096,0
0.7762179,0.4510776,0.5088877,0
0.7569112,0.4484563,0.5008085,0
0.6846423,0.5149646,0.4494979,0
0.5324766,0.3303472,0.4310869,0
0.6976515,0.2210311,0.5365747,0
0.6788223,0.3825291,0.4834055,0
0.5645807,0.2109135,0.478696,0
0.6591759,0.4083043,0.4673323,0
0.6946532,0.4233686,0.4793489,0
0.6958891,0.4285234,0.4784893,0
0.6294068,0.454485,0.4410105,0
0.6338288,0.5440869,0.4182906,0
0.6806557,0.4393599,0.4685524,0
0.7418419,0.435454,0.4975275,0
0.5812924,0.3636803,0.4441417,0
0.7662071,0.269105,0.55456,0
0.6724381,0.4109221,0.4726563,0
0.6918458,0.2630162,0.5223371,0
0.7090043,0.2034905,0.5465932,0
0.7598848,0.2225197,0.5645383,0
0.7968475,0.4337831,0.5230679,0
0.7073341,0.446108,0.4788529,0
0.6703856,0.4880091,0.4504394,0
0.5202495,0.2400325,0.4504451,0
0.7221529,0.2456803,0.540941,0
0.7595927,0.4767462,0.4942212,0
0.6378289,0.3009145,0.4872462,0
0.5929466,0.3313575,0.4583785,0
0.6226142,0.4732651,0.4327289,0
0.6498368,0.4126643,0.4618706,0
0.5408839,0.1906273,0.4734923,0
0.6245561,0.4201812,0.448269,0
0.5538903,0.3663773,0.4309035,0
0.7732255,0.305034,0.5478412,0
0.6023576,0.1857878,0.5028563,0
0.7043727,0.4143136,0.4862801,0
0.5766995,0.2599106,0.470695,0
0.6602651,0.3714724,0.4779968,0
0.7552254,0.4675522,0.4947684,0
0.7079477,0.3184056,0.5143871,0
